信息比率,回测开始时间,回测结束时间,基准总收益,夏普比率,最大回撤,最大回撤开始时间,最大回测结束时间,月度胜率,策略平均年化收益,策略总收益,调仓周期,贝塔,连续最大亏损天数,连续最大盈利天数,选股数量,阿尔法
3.1015,2017-01-01,2020-01-01,0.9828,5.1580,-0.0910,2018-05-24,2018-10-18,0.6944,0.7017,4.7638,20.0000,0.2561,8.0000,36.0000,30.0000,0.6830
