20050101_20090101收益,20090101_20130101收益,20130101_20170101收益,快线,慢线,择时变量,sigmod乘积
4.209427243389329,1.5404772539350322,1.5939403112514872,80.0,90.0,收盘价,0.3913268301381071
3.45658837264719,1.6181580167130842,1.611231240225131,10.0,60.0,开盘价,0.38795582363313363
3.6309547481131985,1.5840604508846623,1.544048483507259,10.0,60.0,最低价,0.37894118563119905
3.4457759535969594,1.5794479930804592,1.578853612276744,10.0,60.0,最高价,0.3779630414015637
4.2505515301496235,1.4369450271179924,1.572979264679133,80.0,90.0,最低价,0.3739925409866349
3.4498439118070388,1.5251096901026273,1.5870665629715837,10.0,60.0,收盘价,0.3717458341052248
4.002623074045365,1.7804527298247492,1.2714489321460463,80.0,130.0,收盘价-成交量,0.37073415691150663
4.002623074045365,1.7804527298247492,1.2714489321460463,80.0,130.0,成交量,0.37073415691150663
3.3352840674027484,1.7183804705288621,1.3915993415417465,80.0,110.0,收盘价-成交量,0.3657150072561749
3.3352840674027484,1.7183804705288621,1.3915993415417465,80.0,110.0,成交量,0.3657150072561749
3.3173571136075477,1.4352907835986453,1.6686487263058838,10.0,40.0,最低价,0.36543156208551625
3.70698465559976,1.524240783333321,1.4871671343986226,10.0,70.0,最低价,0.36475096532979095
4.352559159322111,1.5039468599788668,1.406180310340521,30.0,90.0,最低价,0.3614886600400502
4.229636051428738,1.5276533608851572,1.3850667619788868,30.0,90.0,收盘价,0.3600291358472174
3.0918515476262023,1.6413701452345792,1.467533335635306,80.0,100.0,成交量,0.35847582229461544
3.0918515476262023,1.6413701452345792,1.467533335635306,80.0,100.0,收盘价-成交量,0.35847582229461544
3.2910133741278775,1.5371092701657179,1.5045873774488723,10.0,50.0,开盘价,0.35738441682687755
3.4010128058454083,1.5604087126775537,1.4492212606541997,10.0,50.0,最高价,0.3562932888157533
3.3573656277139743,1.403821491401492,1.6126416112280275,10.0,40.0,收盘价,0.3552397280822468
3.1301345342951667,1.5975177168863444,1.4624234502121745,40.0,140.0,收盘价-成交量,0.3537821195378206
3.1301345342951667,1.5975177168863444,1.4624234502121745,40.0,140.0,成交量,0.3537821195378206
3.4923063297207664,1.4099597279059641,1.5589285349229893,10.0,40.0,开盘价,0.3531929646486192
4.142094853883954,1.3816896691424487,1.4651807556369096,80.0,90.0,开盘价,0.3499186028461393
3.643991983335109,1.6069810254922139,1.3149789729862842,90.0,110.0,成交量,0.34934590193696535
3.643991983335109,1.6069810254922139,1.3149789729862842,90.0,110.0,收盘价-成交量,0.34934590193696535
2.8693534954707864,1.8052226749718119,1.3354549919737801,90.0,100.0,收盘价-成交量,0.34912244312520746
2.8693534954707864,1.8052226749718119,1.3354549919737801,90.0,100.0,成交量,0.34912244312520746
3.389731170613547,1.6371896802700312,1.3335931783496549,40.0,130.0,收盘价-成交量,0.34911320402821955
3.389731170613547,1.6371896802700312,1.3335931783496549,40.0,130.0,成交量,0.34911320402821955
3.806064430850536,1.4355767446192036,1.4450377851812317,30.0,80.0,最高价,0.34897335786554246
3.7358148608055175,1.4230838291936105,1.4658132000842063,30.0,80.0,开盘价,0.34862355714529186
3.7275277088686085,1.1489900454227047,1.7940532556445397,10.0,30.0,收盘价-成交量,0.34725195358459066
3.7275277088686085,1.1489900454227047,1.7940532556445397,10.0,30.0,成交量,0.34725195358459066
3.0561993563818843,1.282428047894077,1.785680284632548,10.0,40.0,收盘价-成交量,0.3472100514662484
3.0561993563818843,1.282428047894077,1.785680284632548,10.0,40.0,成交量,0.3472100514662484
3.5452487401649435,1.4550629343755317,1.4555790297626485,10.0,180.0,收盘价-成交量,0.3471878897956246
3.5452487401649435,1.4550629343755317,1.4555790297626485,10.0,180.0,成交量,0.3471878897956246
3.920661912546878,1.4678260509324628,1.3737771581188765,30.0,80.0,最低价,0.3456034957318707
5.1278260813564005,1.2278052061305318,1.5319102627014685,70.0,100.0,最低价,0.34512253161449846
3.1583168224883185,1.5930316805248639,1.3916542212542737,10.0,50.0,最低价,0.3445018905736788
4.064583093998939,1.3657807485602103,1.449919067298699,20.0,110.0,最低价,0.34445695609987914
3.1108313595741555,1.5568707448424945,1.4324964809910583,40.0,160.0,收盘价-成交量,0.34389175647154485
3.1108313595741555,1.5568707448424945,1.4324964809910583,40.0,160.0,成交量,0.34389175647154485
3.458000295693291,1.557407147562282,1.3502306569431959,10.0,170.0,成交量,0.34362168896092193
3.458000295693291,1.557407147562282,1.3502306569431959,10.0,170.0,收盘价-成交量,0.34362168896092193
4.754651421913357,1.1886792461729045,1.5871690843021542,30.0,100.0,最低价,0.3435429480060159
3.6431215998998994,1.4506684677414328,1.4126434496594005,30.0,80.0,收盘价,0.34312117132104447
3.71163831983355,1.4991770450040356,1.3528097693317105,100.0,110.0,成交量,0.34269172170212153
3.71163831983355,1.4991770450040356,1.3528097693317105,100.0,110.0,收盘价-成交量,0.34269172170212153
3.1669203146784564,1.5369221003417417,1.4190802549543524,40.0,150.0,成交量,0.3415943096122523
3.1669203146784564,1.5369221003417417,1.4190802549543524,40.0,150.0,收盘价-成交量,0.3415943096122523
3.867474751982084,1.4019414105278125,1.4132699044035058,40.0,70.0,最高价,0.341218211017743
4.0805607332778955,1.339934839245485,1.4511981042979187,80.0,90.0,最高价,0.3412132571473196
3.695434638160825,1.4686382292965212,1.3715925016714152,10.0,70.0,收盘价,0.3409983918167538
4.197280228678597,1.4149617574934215,1.3562194678785542,30.0,90.0,最高价,0.3403047977747827
3.822451908973405,1.2120519752876766,1.6283672851720548,50.0,60.0,收盘价,0.34026901780940416
