code,start,param,stock_rtn,stock_md,stock_md_start,stock_md_end,strategy_rtn,strategy_md,strategy_md_start,strategy_md_end,excessive_rtn
sz000549,2006-02-15,26,2.835698782514964,-0.2796596416914924,2006-07-12,2006-08-07,1.0178695226865675,-0.24451048578603973,2006-07-12,2006-11-13,-1.8178292598283967
sz000549,2006-02-15,28,2.835698782514964,-0.2796596416914924,2006-07-12,2006-08-07,1.2900592782821256,-0.2445104857860395,2006-07-12,2006-11-13,-1.5456395042328386
sz000549,2006-02-15,30,2.835698782514964,-0.2796596416914924,2006-07-12,2006-08-07,1.290059278282126,-0.24451048578603973,2006-07-12,2006-11-13,-1.5456395042328381
sh600373,2006-01-06,10,0.23037519044463983,-0.7618161039942639,2015-06-03,2018-10-16,0.13493501119038753,-0.6871226927463143,2015-06-03,2020-03-13,-0.0954401792542523
sh600373,2006-01-06,12,0.23037519044463983,-0.7618161039942639,2015-06-03,2018-10-16,0.1400938076058753,-0.6500536121291554,2015-06-03,2020-03-13,-0.09028138283876452
sh600373,2006-01-06,14,0.23037519044463983,-0.7618161039942639,2015-06-03,2018-10-16,0.1372760890832858,-0.6275140608779413,2015-06-03,2020-03-13,-0.09309910136135402
sh600373,2006-01-06,16,0.23037519044463983,-0.7618161039942639,2015-06-03,2018-10-16,0.21808406495523092,-0.43087407048770565,2010-02-24,2011-02-23,-0.012291125489408916
sh600373,2006-01-06,18,0.23037519044463983,-0.7618161039942639,2015-06-03,2018-10-16,0.21960732957080964,-0.4247969278588203,2015-06-03,2018-11-05,-0.010767860873830193
sh600373,2006-01-06,20,0.23037519044463983,-0.7618161039942639,2015-06-03,2018-10-16,0.15697120585949387,-0.4924719351267228,2015-06-03,2018-11-05,-0.07340398458514596
sh600373,2006-01-06,22,0.23037519044463983,-0.7618161039942639,2015-06-03,2018-10-16,0.09148005098619882,-0.67466930758839,2010-02-24,2015-02-10,-0.138895139458441
sh600373,2006-01-06,24,0.23037519044463983,-0.7618161039942639,2015-06-03,2018-10-16,0.08248451277048985,-0.7075402063871925,2010-02-24,2014-07-24,-0.14789067767414998
sh600373,2006-01-06,26,0.23037519044463983,-0.7618161039942639,2015-06-03,2018-10-16,0.07693298973770912,-0.7324385004111467,2010-02-24,2014-07-24,-0.1534422007069307
sh600373,2006-01-06,28,0.23037519044463983,-0.7618161039942639,2015-06-03,2018-10-16,0.08903461741079366,-0.6828171681131237,2010-02-24,2013-06-13,-0.14134057303384617
sh600373,2006-01-06,30,0.23037519044463983,-0.7618161039942639,2015-06-03,2018-10-16,0.10493280114211645,-0.6612367733173969,2010-04-12,2013-06-13,-0.12544238930252338
sz300283,2012-01-30,10,0.027908339815834404,-0.7303761653953873,2015-06-16,2020-02-04,-0.19873668200090944,-0.8674948800785391,2012-05-18,2020-03-09,-0.22664502181674384
sz300283,2012-02-01,12,0.026197174748194385,-0.7303761653953873,2015-06-16,2020-02-04,-0.06775749482306181,-0.7559602627311347,2015-06-16,2020-03-09,-0.0939546695712562
sz300283,2012-02-03,14,0.02387035277950278,-0.7303761653953873,2015-06-16,2020-02-04,-0.08898373093653844,-0.7801403563152111,2015-06-16,2020-03-09,-0.11285408371604122
sz300283,2012-02-07,16,0.028216252891489102,-0.7303761653953873,2015-06-16,2020-02-04,-0.1005585770859534,-0.8283566792765029,2015-06-16,2020-03-09,-0.1287748299774425
sz300283,2012-02-09,18,0.023973629769051596,-0.7303761653953873,2015-06-16,2020-02-04,-0.08484048436687786,-0.7932820027232651,2016-11-22,2020-03-09,-0.10881411413592945
sz300283,2012-02-13,20,0.015935170937424692,-0.7303761653953873,2015-06-16,2020-02-04,-0.16346385770562866,-0.8282626183303772,2015-06-16,2020-03-09,-0.17939902864305335
sz300283,2012-02-15,22,0.015555077602881662,-0.7303761653953873,2015-06-16,2020-02-04,-0.16509362275258244,-0.8163624387539156,2015-06-16,2020-02-05,-0.1806487003554641
sz300283,2012-02-17,24,0.01858385852092903,-0.7303761653953873,2015-06-16,2020-02-04,-0.14448968073616197,-0.7282452551540036,2015-06-16,2020-03-12,-0.163073539257091
sz300283,2012-02-21,26,0.013668315446885515,-0.7303761653953873,2015-06-16,2020-02-04,-0.16045603755634175,-0.7729208217077651,2012-03-13,2020-03-12,-0.17412435300322726
sz300283,2012-02-24,28,0.010501410768681385,-0.7303761653953873,2015-06-16,2020-02-04,-0.14873478045163302,-0.7229256858961256,2012-03-13,2020-03-13,-0.1592361912203144
sz300283,2012-02-28,30,0.0035828339326473557,-0.7303761653953873,2015-06-16,2020-02-04,-0.19517193273696032,-0.829291764973088,2012-03-13,2020-03-12,-0.19875476666960767
sh600415,2006-01-04,10,0.11472417137277513,-0.8143214299725361,2015-06-12,2020-02-04,0.04724778783751282,-0.7215938832924402,2015-03-25,2020-02-28,-0.06747638353526231
sh600415,2006-01-04,12,0.11472417137277513,-0.8143214299725361,2015-06-12,2020-02-04,0.1120780098838412,-0.6262160036022415,2015-06-12,2018-12-14,-0.002646161488933929
sh600415,2006-01-04,14,0.11472417137277513,-0.8143214299725361,2015-06-12,2020-02-04,0.13349343450245055,-0.6925682721189499,2015-06-12,2020-02-28,0.018769263129675418
sh600415,2006-01-04,16,0.11472417137277513,-0.8143214299725361,2015-06-12,2020-02-04,0.14459575400643998,-0.6211002031226738,2010-11-25,2013-07-29,0.02987158263366485
sh600415,2006-01-04,18,0.11472417137277513,-0.8143214299725361,2015-06-12,2020-02-04,0.1565329968105964,-0.6276489978207058,2010-11-25,2013-07-29,0.04180882543782127
sh600415,2006-01-04,20,0.11472417137277513,-0.8143214299725361,2015-06-12,2020-02-04,0.15297877243755353,-0.5918519980052036,2010-11-25,2014-07-21,0.038254601064778404
sh600415,2006-01-04,22,0.11472417137277513,-0.8143214299725361,2015-06-12,2020-02-04,0.15262530646820793,-0.5423111873225102,2010-11-25,2014-03-20,0.0379011350954328
sh600415,2006-01-04,24,0.11472417137277513,-0.8143214299725361,2015-06-12,2020-02-04,0.15640086523259278,-0.601776247669986,2010-11-25,2014-03-20,0.04167669385981765
sh600415,2006-01-04,26,0.11472417137277513,-0.8143214299725361,2015-06-12,2020-02-04,0.141163398260159,-0.6399045897501321,2010-11-25,2014-07-21,0.02643922688738387
sh600415,2006-01-04,28,0.11472417137277513,-0.8143214299725361,2015-06-12,2020-02-04,0.15090075103837353,-0.5786577400542421,2010-11-25,2014-07-21,0.036176579665598396
sh600415,2006-01-04,30,0.11472417137277513,-0.8143214299725361,2015-06-12,2020-02-04,0.16038959135491138,-0.5816188331302974,2010-11-25,2014-07-21,0.045665419982136246
