candle_end_time,open,high,low,close,amount,info
1999-08-20,1645.540,1651.170,1627.040,1628.930,11817600.000,
1999-08-23,1631.440,1645.000,1626.950,1645.000,10643600.000,
1999-08-24,1650.540,1655.140,1638.960,1648.470,10961000.000,
1999-08-25,1649.610,1651.090,1618.540,1625.770,9267889.000,
1999-08-26,1622.170,1638.230,1615.850,1638.230,8239460.000,
1999-08-27,1642.060,1644.470,1627.260,1633.900,8223120.000,
1999-08-30,1635.550,1637.310,1614.450,1619.040,8956629.000,
1999-08-31,1622.880,1630.010,1609.800,1627.120,7354989.000,
1999-09-01,1627.820,1629.080,1595.960,1599.550,6859139.000,
1999-09-02,1591.580,1614.110,1572.420,1611.960,8134460.000,
1999-09-03,1613.300,1614.410,1583.450,1587.890,6856600.000,
1999-09-06,1577.510,1577.560,1556.830,1560.680,5539180.000,
1999-09-07,1558.860,1574.650,1556.740,1562.790,4671919.000,
1999-09-08,1563.620,1581.930,1563.600,1571.600,4179839.000,
1999-09-09,1590.710,1675.260,1590.700,1675.120,19742400.000,
1999-09-10,1690.030,1695.640,1656.720,1659.930,19568500.000,
1999-09-13,1664.510,1671.640,1656.170,1670.140,10893200.000,
1999-09-14,1675.710,1681.850,1668.130,1672.890,9552710.000,
1999-09-15,1675.190,1679.140,1657.790,1662.800,10498500.000,
1999-09-16,1662.460,1664.960,1643.980,1645.510,7316889.000,
1999-09-17,1644.800,1662.170,1636.480,1648.560,7076279.000,
1999-09-20,1649.120,1651.540,1628.890,1633.830,5328119.000,
1999-09-21,1630.020,1630.270,1617.810,1625.590,4720310.000,
1999-09-22,1625.170,1632.410,1613.580,1617.060,3964189.000,
1999-09-23,1618.770,1622.670,1597.110,1604.200,5485419.000,
1999-09-24,1609.830,1631.400,1609.830,1619.330,4482139.000,
1999-09-27,1624.460,1629.190,1598.700,1602.160,4092410.000,
1999-09-28,1602.790,1606.020,1586.550,1591.430,4097810.000,
1999-09-29,1593.720,1608.600,1581.000,1584.950,4749460.000,
1999-09-30,1588.990,1595.010,1567.720,1570.700,4555069.000,
1999-10-08,1568.240,1568.380,1531.800,1534.520,3312750.000,
1999-10-11,1529.220,1538.340,1516.620,1522.480,3335239.000,
1999-10-12,1526.450,1538.280,1526.450,1537.800,2339859.000,
1999-10-13,1540.600,1544.450,1504.390,1507.420,3626419.000,
1999-10-14,1504.500,1535.240,1494.940,1508.730,4033689.000,
1999-10-15,1515.910,1550.710,1515.910,1543.800,5670810.000,
1999-10-18,1547.270,1549.370,1499.460,1501.670,5602669.000,
1999-10-19,1493.470,1493.490,1468.100,1470.900,4861669.000,
1999-10-20,1469.280,1490.760,1463.430,1485.830,4311839.000,
1999-10-21,1486.930,1488.010,1452.710,1458.530,4772689.000,
1999-10-22,1457.640,1512.930,1457.500,1497.460,7846550.000,
1999-10-25,1499.140,1499.390,1465.140,1468.270,5167860.000,
1999-10-26,1467.520,1496.450,1467.510,1482.670,7555510.000,
1999-10-27,1509.640,1537.300,1504.990,1536.820,16146900.000,
1999-10-28,1541.290,1542.050,1507.790,1514.530,13284800.000,
1999-10-29,1515.180,1520.470,1494.710,1504.560,8505929.000,
1999-11-01,1501.730,1506.990,1488.230,1493.100,6191489.000,
1999-11-02,1491.760,1499.870,1481.570,1487.470,4450310.000,
1999-11-03,1488.370,1492.310,1472.730,1475.680,4845660.000,
1999-11-04,1474.140,1474.140,1457.140,1464.830,5906950.000,
1999-11-05,1464.600,1478.830,1460.680,1465.230,5600019.000,
1999-11-08,1464.490,1477.140,1458.650,1471.380,4787860.000,
1999-11-09,1474.000,1479.830,1461.480,1464.030,4406500.000,
1999-11-10,1463.690,1463.730,1436.740,1450.150,6791220.000,
1999-11-11,1449.620,1459.450,1440.980,1443.910,4678350.000,
1999-11-12,1446.260,1452.930,1444.130,1450.330,3408139.000,
1999-11-15,1451.550,1454.090,1436.680,1451.540,8089110.000,
1999-11-16,1463.340,1469.600,1428.750,1431.320,8321570.000,
1999-11-17,1429.710,1462.850,1427.360,1462.790,6526069.000,
1999-11-18,1466.490,1498.080,1454.470,1482.450,10148200.000,
1999-11-19,1485.050,1489.900,1466.350,1468.470,5705500.000,
1999-11-22,1468.220,1468.940,1457.610,1464.590,6153750.000,
1999-11-23,1464.930,1471.910,1461.380,1466.430,4188010.000,
1999-11-24,1466.090,1467.840,1451.030,1454.580,4207110.000,
1999-11-25,1451.880,1451.890,1439.940,1444.240,4123500.000,
1999-11-26,1443.440,1449.030,1441.520,1444.510,7100500.000,
1999-11-29,1444.010,1444.580,1432.960,1435.470,5246719.000,
1999-11-30,1433.900,1439.600,1429.550,1434.970,4910330.000,
1999-12-01,1434.980,1447.680,1432.950,1447.120,4975600.000,
1999-12-02,1446.690,1447.810,1433.540,1435.840,5335600.000,
1999-12-03,1436.020,1440.540,1430.660,1437.230,4517319.000,
1999-12-06,1436.800,1437.180,1422.730,1426.990,5103719.000,
1999-12-07,1426.690,1438.040,1424.760,1428.260,4662550.000,
1999-12-08,1428.770,1430.980,1422.050,1424.850,4696819.000,
1999-12-09,1424.910,1424.910,1413.620,1416.730,4592800.000,
1999-12-10,1416.370,1429.010,1413.450,1428.940,4785280.000,
1999-12-13,1429.190,1430.410,1415.290,1417.110,5042219.000,
1999-12-14,1415.710,1422.360,1411.070,1422.260,4551200.000,
1999-12-15,1423.760,1461.900,1423.740,1451.060,10937300.000,
1999-12-16,1451.720,1451.940,1432.830,1434.870,6062750.000,
1999-12-17,1434.630,1438.220,1416.740,1419.550,5122980.000,
1999-12-21,1416.500,1416.500,1388.060,1395.500,5660580.000,
1999-12-22,1393.830,1397.170,1383.560,1387.510,4936019.000,
1999-12-23,1386.790,1387.190,1364.920,1369.460,5112639.000,
1999-12-24,1367.690,1375.920,1352.100,1355.370,4292050.000,
1999-12-27,1353.530,1359.080,1341.050,1345.350,5120889.000,
1999-12-28,1346.450,1368.250,1342.940,1348.820,4895710.000,
1999-12-29,1350.270,1358.140,1341.930,1356.930,5053569.000,
1999-12-30,1357.810,1366.680,1357.810,1366.580,4013969.000,
2000-01-04,1368.690,1407.520,1361.210,1406.370,9034020.000,
2000-01-05,1407.830,1433.780,1398.320,1409.680,10580000.000,
2000-01-06,1406.040,1463.950,1400.250,1463.940,13480500.000,
2000-01-07,1477.150,1522.820,1477.150,1516.600,34515700.000,
2000-01-10,1531.710,1546.720,1506.400,1545.110,31253500.000,
2000-01-11,1547.680,1547.710,1468.760,1479.780,21924600.000,
2000-01-12,1473.760,1489.280,1435.000,1438.020,15222900.000,
2000-01-13,1437.450,1444.070,1418.810,1424.440,8612920.000,
2000-01-14,1426.220,1433.470,1401.710,1408.850,7447010.000,
2000-01-17,1408.990,1433.380,1402.660,1433.330,7649829.000,
2000-01-18,1436.890,1443.590,1421.640,1426.620,7767129.000,
2000-01-19,1425.870,1443.670,1425.140,1440.720,8006589.000,
2000-01-20,1443.090,1466.900,1443.090,1466.860,10070800.000,
2000-01-21,1471.910,1476.460,1458.930,1465.080,15051000.000,
2000-01-24,1465.860,1477.410,1449.470,1477.340,16241500.000,
2000-01-25,1483.030,1490.460,1467.440,1476.510,13636000.000,
2000-01-26,1477.300,1482.460,1469.980,1481.120,10384400.000,
2000-01-27,1490.450,1506.920,1485.230,1506.770,18981800.000,
2000-01-28,1514.560,1536.350,1510.740,1535.000,29389000.000,
2000-02-14,1591.440,1674.130,1587.820,1673.940,43580800.000,
2000-02-15,1709.220,1746.440,1663.010,1670.670,52543400.000,
2000-02-16,1674.940,1695.880,1649.700,1693.110,37435500.000,
2000-02-17,1734.270,1770.880,1615.630,1640.650,51439100.000,
2000-02-18,1623.960,1668.160,1583.580,1668.090,26799700.000,
2000-02-21,1681.360,1697.010,1652.480,1677.140,31052400.000,
2000-02-22,1681.300,1687.510,1627.470,1632.290,24251800.000,
2000-02-23,1618.010,1630.550,1586.630,1594.930,19186100.000,
2000-02-24,1593.950,1634.320,1593.930,1634.310,13932900.000,
2000-02-25,1639.920,1650.360,1618.180,1631.580,17058100.000,
2000-02-28,1639.800,1704.880,1639.700,1704.850,26127900.000,
2000-02-29,1728.140,1733.140,1678.350,1714.580,28680700.000,
2000-03-01,1720.600,1721.140,1692.510,1697.740,22488400.000,
2000-03-02,1697.560,1721.600,1682.540,1713.010,19593500.000,
2000-03-03,1728.350,1750.650,1721.700,1738.020,24815500.000,
2000-03-06,1756.310,1762.830,1678.740,1681.080,26507200.000,
2000-03-07,1661.950,1694.890,1654.440,1694.800,17685600.000,
2000-03-08,1699.460,1726.040,1690.120,1726.030,19745900.000,
2000-03-09,1734.770,1741.220,1714.920,1732.350,17877400.000,
2000-03-10,1731.940,1743.140,1701.790,1705.050,15872400.000,
2000-03-13,1706.770,1729.010,1706.350,1728.880,19829200.000,
2000-03-14,1690.650,1700.370,1636.890,1685.350,22870400.000,
2000-03-15,1680.300,1695.160,1676.540,1681.470,16782200.000,
2000-03-16,1671.100,1671.180,1596.070,1607.530,19791700.000,
2000-03-17,1602.360,1661.980,1602.330,1658.600,15337500.000,
2000-03-20,1646.310,1699.280,1641.770,1699.250,18175400.000,
2000-03-21,1704.080,1713.200,1692.680,1710.320,16351100.000,
2000-03-22,1713.240,1726.590,1711.160,1720.450,14658400.000,
2000-03-23,1724.190,1747.280,1711.410,1747.240,16749500.000,
2000-03-24,1761.440,1770.260,1729.480,1730.500,22037700.000,
2000-03-27,1736.700,1776.020,1736.700,1775.910,19927300.000,
2000-03-28,1788.830,1799.950,1774.480,1791.440,24485200.000,
2000-03-29,1797.880,1803.830,1763.620,1788.810,23026700.000,
2000-03-30,1793.680,1811.060,1790.850,1810.980,29305900.000,
2000-03-31,1810.550,1810.900,1780.410,1800.220,23340700.000,
2000-04-03,1799.570,1816.860,1798.250,1801.000,18861100.000,
2000-04-04,1795.160,1795.160,1755.980,1760.690,17128300.000,
2000-04-05,1756.300,1776.710,1746.300,1771.200,13604600.000,
2000-04-06,1775.780,1809.170,1775.680,1809.140,15007000.000,
2000-04-07,1816.790,1822.610,1807.540,1819.900,16081300.000,
2000-04-10,1826.610,1831.850,1815.990,1826.060,16809200.000,
2000-04-11,1826.400,1828.060,1812.010,1821.170,14245800.000,
2000-04-12,1822.400,1823.830,1785.330,1807.330,13643000.000,
2000-04-13,1807.840,1832.080,1807.710,1831.550,16549100.000,
2000-04-14,1835.860,1840.190,1820.670,1833.670,17905500.000,
2000-04-17,1829.610,1829.930,1778.880,1795.060,19840100.000,
2000-04-18,1794.340,1813.570,1779.290,1813.490,13204700.000,
2000-04-19,1819.080,1831.570,1817.210,1828.710,12766200.000,
2000-04-20,1831.660,1847.510,1831.480,1847.030,16537800.000,
2000-04-21,1851.310,1858.270,1834.850,1841.060,16244600.000,
2000-04-24,1844.690,1848.970,1827.170,1837.400,16163800.000,
2000-04-25,1838.050,1841.860,1815.630,1833.470,10771400.000,
2000-04-26,1835.670,1842.890,1826.390,1832.780,10163800.000,
2000-04-27,1835.600,1840.570,1803.580,1806.830,12332900.000,
2000-04-28,1805.500,1836.330,1797.710,1836.320,10971300.000,
2000-05-08,1848.170,1852.900,1828.100,1836.640,8959129.000,
2000-05-09,1839.000,1839.290,1799.820,1806.640,9130320.000,
2000-05-10,1801.430,1801.640,1750.010,1752.690,9452670.000,
2000-05-11,1750.860,1762.120,1718.890,1724.050,8437170.000,
2000-05-12,1725.870,1740.950,1715.060,1720.610,7404179.000,
2000-05-15,1722.640,1726.720,1695.530,1704.590,7094650.000,
2000-05-16,1706.730,1725.900,1706.730,1724.540,5335450.000,
2000-05-17,1727.430,1736.270,1722.710,1725.400,5257680.000,
2000-05-18,1725.600,1758.540,1719.840,1758.540,8354139.000,
2000-05-19,1761.790,1777.980,1754.880,1777.830,9553989.000,
2000-05-22,1785.890,1830.930,1783.300,1824.740,14714400.000,
2000-05-23,1834.440,1836.990,1811.580,1832.070,12469600.000,
2000-05-24,1835.560,1861.480,1831.840,1855.490,15868400.000,
2000-05-25,1866.560,1880.720,1860.780,1880.700,16809400.000,
2000-05-26,1885.750,1890.690,1860.920,1879.620,20689200.000,
2000-05-29,1885.550,1900.670,1882.740,1898.750,18044300.000,
2000-05-30,1903.530,1908.310,1868.610,1877.470,16519000.000,
2000-05-31,1875.460,1894.580,1869.340,1894.550,15769200.000,
2000-06-01,1900.530,1906.820,1889.990,1903.490,14654600.000,
2000-06-02,1906.160,1916.250,1897.710,1916.250,17840300.000,
2000-06-05,1921.970,1930.330,1889.810,1899.090,29217500.000,
2000-06-06,1898.590,1925.550,1891.670,1925.540,17190100.000,
2000-06-07,1934.380,1940.220,1921.380,1935.030,15579400.000,
2000-06-08,1937.190,1938.550,1913.360,1925.210,16329800.000,
2000-06-09,1926.150,1929.950,1896.060,1900.790,14933400.000,
2000-06-12,1896.430,1912.590,1884.620,1912.560,12040100.000,
2000-06-13,1918.190,1938.670,1917.190,1938.670,14427700.000,
2000-06-14,1944.440,1949.170,1929.710,1932.290,16156300.000,
2000-06-15,1933.060,1942.330,1925.910,1942.290,14116800.000,
2000-06-16,1945.700,1947.460,1919.400,1926.940,14707600.000,
2000-06-19,1924.690,1926.980,1910.470,1915.200,11881100.000,
2000-06-20,1913.070,1913.070,1888.080,1895.350,10136100.000,
2000-06-21,1894.780,1913.150,1894.630,1913.130,8348910.000,
2000-06-22,1918.160,1921.150,1906.300,1913.900,9059589.000,
2000-06-23,1915.310,1939.630,1913.650,1939.630,11998900.000,
2000-06-26,1946.700,1953.340,1943.250,1948.640,14068000.000,
2000-06-27,1949.780,1952.450,1938.140,1942.900,11980100.000,
2000-06-28,1943.980,1953.060,1940.050,1947.480,11239500.000,
2000-06-29,1949.850,1951.130,1924.470,1937.260,11919800.000,
2000-06-30,1937.840,1941.400,1924.970,1928.110,12467600.000,
2000-07-03,1917.440,1917.450,1890.530,1895.640,15784700.000,
2000-07-04,1891.200,1907.940,1888.250,1907.930,14407800.000,
2000-07-05,1910.420,1918.910,1904.470,1909.190,13029400.000,
2000-07-06,1909.240,1910.050,1896.660,1902.550,9931139.000,
2000-07-07,1904.080,1932.830,1904.080,1932.790,11682900.000,
2000-07-10,1938.840,1948.060,1932.950,1948.020,14524600.000,
2000-07-11,1952.260,1960.590,1947.670,1960.540,14438400.000,
2000-07-12,1965.230,1974.410,1960.350,1973.370,13919500.000,
2000-07-13,1978.550,1984.070,1963.550,1979.200,18162100.000,
2000-07-14,1981.780,1987.220,1972.620,1987.190,16215900.000,
2000-07-17,1992.890,1997.940,1980.220,1982.480,15845500.000,
2000-07-18,1982.500,1993.990,1981.740,1993.990,17563200.000,
2000-07-19,2000.330,2004.460,1987.420,1998.430,29148000.000,
2000-07-20,1999.090,2003.800,1979.880,1991.560,17371100.000,
2000-07-21,1994.420,1998.350,1991.840,1996.340,11732600.000,
2000-07-24,1998.240,1999.900,1982.880,1989.240,11898700.000,
2000-07-25,1990.150,1997.850,1989.090,1996.580,11273800.000,
2000-07-26,1999.440,2012.400,1999.400,2012.320,15183300.000,
2000-07-27,2017.460,2025.000,2004.550,2012.350,17398200.000,
2000-07-28,2014.110,2016.940,2006.170,2012.790,14952600.000,
2000-07-31,2016.140,2023.570,2008.640,2023.540,17174200.000,
2000-08-01,2027.010,2031.930,2023.450,2028.150,21189200.000,
2000-08-02,2030.790,2033.190,2018.480,2030.680,23905300.000,
2000-08-03,2032.940,2038.650,2030.100,2036.300,18321600.000,
2000-08-04,2037.470,2041.280,2013.450,2026.360,19597300.000,
2000-08-07,2025.180,2039.420,2017.900,2039.420,13717600.000,
2000-08-08,2042.740,2050.070,2040.780,2049.920,13751000.000,
2000-08-09,2051.650,2061.280,2048.490,2061.180,16351300.000,
2000-08-10,2065.300,2067.750,2053.860,2065.940,17379600.000,
2000-08-11,2067.780,2070.300,2055.200,2062.670,15314000.000,
2000-08-14,2065.940,2076.330,2065.940,2076.300,15171700.000,
2000-08-15,2079.070,2082.740,2066.160,2076.820,13479800.000,
2000-08-16,2078.490,2083.470,2072.980,2083.470,15420800.000,
2000-08-17,2086.810,2092.330,2086.560,2091.590,13931500.000,
2000-08-18,2093.630,2097.310,2086.750,2090.180,12567300.000,
2000-08-21,2095.380,2108.880,2093.420,2108.690,15862900.000,
2000-08-22,2112.020,2114.520,2074.520,2074.700,16055700.000,
2000-08-23,2064.040,2080.140,1980.340,2057.920,26398800.000,
2000-08-24,2058.530,2073.950,2043.210,2071.160,17252500.000,
2000-08-25,2073.720,2086.720,2066.330,2086.700,12290700.000,
2000-08-28,2092.120,2100.700,2085.600,2100.580,13838400.000,
2000-08-29,2103.030,2105.630,2094.610,2105.480,14522800.000,
2000-08-30,2107.020,2108.100,2075.160,2076.140,13380500.000,
2000-08-31,2062.830,2064.760,2019.450,2021.200,16115300.000,
2000-09-01,2009.150,2026.350,1997.720,1999.860,12797700.000,
2000-09-04,1994.890,2010.600,1981.230,2010.600,9840289.000,
2000-09-05,2015.060,2020.850,1959.590,1963.790,9851129.000,
2000-09-06,1955.500,1964.270,1923.600,1925.910,11017300.000,
2000-09-07,1929.300,1963.230,1929.300,1950.660,8466660.000,
2000-09-08,1955.150,1963.890,1945.920,1959.310,7223270.000,
2000-09-11,1963.270,1972.080,1956.080,1972.040,7357150.000,
2000-09-12,1975.410,1979.320,1965.400,1979.090,6688860.000,
2000-09-13,1980.530,1995.320,1975.130,1988.940,8892500.000,
2000-09-14,1989.970,1992.370,1973.020,1979.510,6467589.000,
2000-09-15,1978.040,1978.470,1966.880,1978.430,6331160.000,
2000-09-18,1979.530,1981.130,1946.180,1946.750,6892539.000,
2000-09-19,1937.320,1937.370,1895.490,1903.150,9195400.000,
2000-09-20,1902.910,1922.300,1892.280,1922.290,7043400.000,
2000-09-21,1924.830,1927.520,1905.650,1907.310,6394550.000,
2000-09-22,1904.570,1904.570,1888.090,1891.980,6684989.000,
2000-09-25,1889.900,1896.720,1874.210,1875.910,4759950.000,
2000-09-26,1878.310,1890.670,1878.050,1887.830,4358369.000,
2000-09-27,1889.880,1914.110,1889.870,1914.090,4327160.000,
2000-09-28,1915.500,1917.060,1886.940,1889.290,5050119.000,
2000-09-29,1888.200,1910.490,1888.070,1910.160,4682330.000,
2000-10-09,1912.080,1915.490,1897.240,1915.350,5174780.000,
2000-10-10,1917.900,1942.170,1917.680,1942.150,6677510.000,
2000-10-11,1944.250,1948.010,1931.460,1933.730,7255729.000,
2000-10-12,1933.140,1933.330,1918.470,1926.320,7231060.000,
2000-10-13,1927.350,1932.320,1911.360,1918.160,6644920.000,
2000-10-16,1917.450,1917.560,1897.910,1902.810,6085039.000,
2000-10-17,1902.070,1909.490,1896.940,1909.490,4175139.000,
2000-10-18,1911.700,1922.850,1911.700,1922.840,5755030.000,
2000-10-19,1925.210,1927.370,1911.180,1913.420,5965060.000,
2000-10-20,1913.160,1947.470,1912.380,1947.450,9387679.000,
2000-10-23,1952.960,1960.860,1945.670,1958.940,8577970.000,
2000-10-24,1960.370,1962.130,1945.530,1956.340,6357280.000,
2000-10-25,1957.380,1978.990,1957.310,1977.250,11512000.000,
2000-10-26,1979.300,1980.630,1962.200,1967.670,10659600.000,
2000-10-27,1968.170,1971.790,1957.740,1967.410,9037110.000,
2000-10-30,1967.650,1974.240,1962.810,1973.580,9994389.000,
2000-10-31,1974.530,1979.990,1956.420,1961.290,9092420.000,
2000-11-01,1961.080,1977.370,1959.720,1977.360,8501939.000,
2000-11-02,1981.770,1992.860,1980.890,1984.260,8933850.000,
2000-11-03,1984.990,1989.110,1977.210,1981.630,9320820.000,
2000-11-06,1983.070,1992.880,1982.750,1991.170,9996820.000,
2000-11-07,1993.450,1997.080,1990.060,1997.080,7898750.000,
2000-11-08,1999.150,2012.990,1998.340,2012.910,9255770.000,
2000-11-09,2016.220,2032.520,2014.840,2032.480,14055300.000,
2000-11-10,2037.080,2051.340,2033.630,2047.460,13965900.000,
2000-11-13,2054.480,2071.690,2053.440,2070.790,14410800.000,
2000-11-14,2072.790,2085.120,2055.210,2085.120,12448800.000,
2000-11-15,2087.280,2092.650,2074.380,2081.910,13334300.000,
2000-11-16,2081.140,2096.050,2080.610,2095.980,13107800.000,
2000-11-17,2098.890,2104.700,2084.900,2093.240,11803600.000,
2000-11-20,2092.590,2101.400,2078.280,2101.390,13103000.000,
2000-11-21,2104.070,2112.910,2095.580,2097.980,12479700.000,
2000-11-22,2097.280,2113.350,2091.620,2113.300,12146700.000,
2000-11-23,2119.160,2125.720,2109.220,2119.440,12492200.000,
2000-11-24,2119.010,2125.410,2045.510,2053.370,16497800.000,
2000-11-27,2041.160,2062.810,2031.930,2049.670,10587900.000,
2000-11-28,2052.780,2079.480,2052.780,2079.400,8589110.000,
2000-11-29,2081.500,2082.900,2055.940,2067.500,9943629.000,
2000-11-30,2067.070,2072.290,2057.040,2070.610,8761929.000,
2000-12-01,2073.090,2082.030,2071.500,2081.840,12285300.000,
2000-12-04,2084.480,2092.320,2077.810,2092.140,14230100.000,
2000-12-05,2094.990,2097.290,2085.800,2091.670,13895900.000,
2000-12-06,2093.000,2095.440,2070.350,2075.630,11386000.000,
2000-12-07,2072.530,2078.140,2060.730,2075.040,9687860.000,
2000-12-08,2074.570,2083.270,2069.660,2073.160,11583200.000,
2000-12-11,2072.280,2072.480,2039.000,2046.080,11990500.000,
2000-12-12,2045.170,2059.050,2037.900,2059.050,10991800.000,
2000-12-13,2057.380,2059.600,2050.180,2056.120,9386100.000,
2000-12-14,2057.000,2059.270,2046.940,2051.080,14192900.000,
2000-12-15,2052.790,2055.610,2036.880,2039.360,13208700.000,
2000-12-18,2038.450,2044.560,2024.290,2044.550,11265200.000,
2000-12-19,2047.350,2056.760,2046.030,2049.030,11368200.000,
2000-12-20,2050.070,2071.310,2048.640,2071.270,11923200.000,
2000-12-21,2075.560,2086.940,2074.340,2076.890,12498300.000,
2000-12-22,2078.430,2079.970,2066.220,2069.770,12033000.000,
2000-12-25,2071.570,2075.210,2062.040,2068.170,12082000.000,
2000-12-26,2070.380,2076.410,2068.810,2076.270,10428600.000,
2000-12-27,2077.720,2079.760,2056.000,2058.240,11761600.000,
2000-12-28,2054.520,2061.050,2047.740,2053.700,13855000.000,
2000-12-29,2055.830,2073.880,2055.500,2073.480,14075900.000,
2001-01-02,2077.080,2103.540,2074.880,2103.470,18650700.000,
2001-01-03,2108.250,2123.900,2105.500,2123.900,17157700.000,
2001-01-04,2125.490,2127.420,2113.180,2117.410,13425000.000,
2001-01-05,2117.660,2125.380,2114.060,2125.300,13289000.000,
2001-01-08,2128.600,2131.980,2092.100,2102.060,14787100.000,
2001-01-09,2099.320,2111.100,2082.840,2101.140,11649400.000,
2001-01-10,2102.080,2125.670,2102.070,2125.610,12917000.000,
2001-01-11,2129.610,2131.370,2117.030,2119.140,14072200.000,
2001-01-12,2116.850,2117.730,2100.270,2104.750,10660900.000,
2001-01-15,2097.090,2097.090,2030.290,2032.440,15004600.000,
2001-01-16,2018.300,2045.950,2007.710,2045.890,11584200.000,
2001-01-17,2046.380,2048.700,2031.760,2034.580,7324129.000,
2001-01-18,2033.690,2049.350,2033.580,2043.110,10341600.000,
2001-01-19,2046.580,2067.880,2046.540,2065.610,11831300.000,
2001-02-05,2069.860,2072.550,2005.680,2008.030,8974239.000,
2001-02-06,1999.720,1999.720,1956.180,1995.310,9530579.000,
2001-02-07,1995.600,1998.250,1978.600,1979.940,5882230.000,
2001-02-08,1977.560,1986.900,1926.400,1930.140,8885739.000,
2001-02-09,1935.190,1963.330,1935.190,1956.970,11237500.000,
2001-02-12,1958.660,1961.810,1935.590,1961.220,7203070.000,
2001-02-13,1962.530,1974.000,1958.990,1963.530,5403510.000,
2001-02-14,1962.740,1966.840,1956.420,1963.200,4382150.000,
2001-02-15,1963.450,1966.920,1944.560,1946.480,4506760.000,
2001-02-16,1942.050,1942.120,1911.870,1941.960,6750210.000,
2001-02-19,1942.580,1969.350,1935.650,1967.550,5846080.000,
2001-02-20,1969.780,1980.390,1947.260,1953.220,6435930.000,
2001-02-21,1948.420,1948.420,1901.200,1909.330,7617820.000,
2001-02-22,1901.990,1922.460,1893.780,1907.260,5054730.000,
2001-02-23,1906.910,1936.630,1906.550,1936.350,6209739.000,
2001-02-26,1940.770,1954.780,1935.550,1954.690,7624350.000,
2001-02-27,1956.270,1962.280,1946.980,1962.040,7398589.000,
2001-02-28,1964.360,1965.020,1950.930,1959.180,6151769.000,
2001-03-01,1959.010,1968.360,1953.720,1965.120,11667400.000,
2001-03-02,1969.060,1987.390,1968.960,1985.110,15167700.000,
2001-03-05,1991.280,1993.810,1979.650,1984.200,10735400.000,
2001-03-06,1986.730,1990.060,1977.110,1990.060,20878600.000,
2001-03-07,1991.280,1996.850,1986.040,1991.180,13893300.000,
2001-03-08,1990.640,2002.250,1989.870,2000.900,11491400.000,
2001-03-09,2003.200,2015.500,1999.480,2011.660,15685600.000,
2001-03-12,2013.310,2015.600,2004.960,2012.550,12334300.000,
2001-03-13,2012.160,2012.770,1992.170,1998.700,13878300.000,
2001-03-14,1996.150,2018.620,1994.940,2018.620,10704100.000,
2001-03-15,2019.720,2027.330,2017.590,2022.600,13759700.000,
2001-03-16,2023.030,2024.280,2011.990,2020.240,12387000.000,
2001-03-19,2019.850,2036.630,2017.490,2036.620,13956300.000,
2001-03-20,2039.550,2045.940,2037.170,2045.790,12480800.000,
2001-03-21,2047.630,2066.390,2046.430,2066.390,19648200.000,
2001-03-22,2071.200,2087.530,2068.140,2087.530,23622300.000,
2001-03-23,2091.180,2093.950,2052.550,2053.540,24304600.000,
2001-03-26,2052.050,2089.990,2052.050,2089.880,21317900.000,
2001-03-27,2096.500,2107.300,2090.900,2107.260,17985200.000,
2001-03-28,2109.750,2112.880,2096.920,2106.870,15717600.000,
2001-03-29,2107.220,2111.730,2096.930,2101.660,15537800.000,
2001-03-30,2101.100,2112.830,2096.280,2112.770,24401000.000,
2001-04-02,2117.450,2126.970,2114.780,2125.080,23739400.000,
2001-04-03,2127.780,2129.830,2109.250,2123.050,20608600.000,
2001-04-04,2123.890,2128.160,2084.930,2090.720,20813700.000,
2001-04-05,2084.810,2112.620,2081.640,2112.600,23061000.000,
2001-04-06,2116.380,2122.220,2103.260,2108.610,37416500.000,
2001-04-09,2108.970,2117.410,2100.970,2117.370,25882400.000,
2001-04-10,2119.540,2128.550,2119.360,2128.480,20762500.000,
2001-04-11,2130.900,2134.510,2121.160,2131.400,15323700.000,
2001-04-12,2132.810,2141.920,2124.810,2134.800,19399500.000,
2001-04-13,2135.670,2145.440,2130.590,2145.400,18747200.000,
2001-04-16,2150.290,2168.080,2150.290,2168.060,31511800.000,
2001-04-17,2173.300,2177.160,2163.190,2176.680,28552600.000,
2001-04-18,2177.990,2179.740,2167.590,2172.560,22129500.000,
2001-04-19,2172.430,2175.570,2148.310,2172.870,24546300.000,
2001-04-20,2173.960,2179.570,2152.010,2152.330,22812700.000,
2001-04-23,2150.340,2157.510,2132.550,2150.430,21829400.000,
2001-04-24,2151.340,2166.190,2151.340,2166.170,13520700.000,
2001-04-25,2168.050,2170.390,2115.260,2119.180,18195400.000,
2001-04-26,2113.390,2125.790,2102.820,2105.060,13291200.000,
2001-04-27,2104.030,2120.840,2104.030,2115.110,13626400.000,
2001-04-30,2117.170,2122.500,2111.950,2119.180,10911800.000,
2001-05-08,2119.900,2138.040,2119.890,2137.990,8481970.000,
2001-05-09,2140.550,2142.380,2127.320,2132.890,9721529.000,
2001-05-10,2134.190,2147.340,2134.190,2147.280,9850560.000,
2001-05-11,2150.320,2155.420,2144.760,2155.410,13811000.000,
2001-05-14,2161.610,2178.700,2160.120,2178.470,25253700.000,
2001-05-15,2184.790,2191.070,2176.790,2191.060,24658600.000,
2001-05-16,2195.360,2199.540,2187.410,2199.500,18947900.000,
2001-05-17,2201.980,2205.010,2187.840,2194.650,27913000.000,
