交易日期,股票代码,开盘价,最高价,最低价,收盘价,涨跌幅,成交量,成交额,流通市值,换手率
2018-12-31,sh600000,10.99,11.1,9.6,9.8,-0.08496619354060697,449765261.0,4701236442.0,275413470910.2,0.016003935984805744
2019-01-31,sh600000,9.74,10.73,9.58,10.73,0.09489859115518717,440419412.0,4490181199.0,301549647231.27,0.015671383913560606
2019-02-28,sh600000,10.82,12.15,10.62,11.74,0.09413013181432683,531529931.0,6002415050.0,329934096784.25995,0.018913357093917966
2019-03-31,sh600000,11.81,12.38,10.9,11.28,-0.03918458109877798,953078051.0,11028800521.0,317010456769.44,0.0339128258570314
2019-04-30,sh600000,11.36,12.2,11.28,11.97,0.061169987555324434,1204335489.0,14080156209.0,336402053859.05994,0.042853174164536253
2019-05-31,sh600000,11.75,11.94,10.95,11.13,-0.07017471363932071,950541659.0,10809169540.0,312794892184.7399,0.0338225748853393
2019-06-30,sh600000,11.17,12.32,11.13,11.68,0.08203738001216543,819069232.0,9600305929.0,328251962328.64,0.02914446744474283
2019-07-31,sh600000,11.86,12.0,11.22,11.87,0.016264724368159067,693897616.0,8059536784.0,333591677469.2601,0.024690558123048455
2019-08-31,sh600000,11.76,11.85,10.97,11.28,-0.049705046614183734,695638004.0,7886892891.0,317010000000.0,0.024752521009179518
2019-09-30,sh600000,11.3,12.18,11.24,11.84,0.04964676920415423,677682600.0,8007400000.0,332749000000.0,0.024113557017451593
2019-10-31,sh600000,11.8,13.33,11.8,12.51,0.05658722866826249,1087462400.0,13867490000.0,351578000000.0,0.038694556041618075
2019-11-30,sh600000,12.5,13.19,11.89,11.91,-0.04796226419534544,810488800.0,10048800000.0,334716000000.0,0.02883914007098555
2019-12-31,sh600000,11.96,12.55,11.7,12.37,0.038621303022041475,647682500.0,7865100000.0,347644000000.0,0.02304608313389559
2020-01-31,sh600000,12.47,12.69,11.32,11.35,-0.08245864693732452,571629700.0,6964340000.0,318978000000.0,0.02033995164243302
2020-02-29,sh600000,10.22,11.39,10.22,10.85,-0.04405123443079073,817661400.0,8916080000.0,304926000000.0,0.02909435794258279
2020-03-31,sh600000,10.95,11.32,10.28,10.7,-0.01382480056716473,453876900.0,4960770000.0,300710000000.0,0.016150054304811944
