交易日期,策略总资产,策略涨跌幅,策略累计收益率,策略仓位比例,基准总资产,基准涨跌幅,基准累计收益率,调仓日期
2015-08-26,5316.1360,0.0106,0.5316,0.0000,2927.2900,-0.0127,0.9050,1
2015-08-27,5625.9760,0.0583,0.5626,0.9598,3083.5900,0.0534,0.9533,1
2015-08-28,5654.6410,0.0051,0.5655,0.0000,3232.3500,0.0482,0.9993,1
2015-08-31,5823.9310,0.0299,0.5824,0.9504,3205.9900,-0.0082,0.9911,1
2015-09-01,5722.5810,-0.0174,0.5723,0.0000,3166.6200,-0.0123,0.9790,1
2015-09-02,6041.4010,0.0557,0.6041,0.9799,3160.1700,-0.0020,0.9770,1
2015-09-07,5879.0760,-0.0269,0.5879,0.0000,3080.4200,-0.0252,0.9523,1
2015-09-08,5928.1960,0.0084,0.5928,0.9278,3170.4500,0.0292,0.9801,1
2015-09-09,5926.6510,-0.0003,0.5927,0.0000,3243.0900,0.0229,1.0026,1
2015-09-10,5940.6510,0.0024,0.5941,0.9300,3197.8900,-0.0139,0.9886,1
2015-09-11,5909.1210,-0.0053,0.5909,0.0000,3200.2300,0.0007,0.9894,1
2015-09-14,5838.1310,-0.0120,0.5838,0.9309,3114.8000,-0.0267,0.9629,1
2015-09-15,5732.0960,-0.0182,0.5732,0.0000,3005.1700,-0.0352,0.9290,1
2015-09-16,5876.5060,0.0252,0.5877,0.9274,3152.2600,0.0489,0.9745,1
2015-09-17,5835.2310,-0.0070,0.5835,0.0000,3086.0600,-0.0210,0.9541,1
2015-09-18,5809.3910,-0.0044,0.5809,0.9304,3097.9200,0.0038,0.9577,1
2015-09-21,5738.3410,-0.0122,0.5738,0.0000,3156.5400,0.0189,0.9758,1
2015-09-22,5792.5110,0.0094,0.5793,0.9460,3185.6200,0.0092,0.9848,1
2015-09-23,5726.2210,-0.0114,0.5726,0.0000,3115.8900,-0.0219,0.9633,1
2015-09-24,5690.4610,-0.0062,0.5690,0.9410,3142.6900,0.0086,0.9716,1
2015-09-25,5664.4260,-0.0046,0.5664,0.0000,3092.3500,-0.0160,0.9560,1
2015-09-28,5638.8660,-0.0045,0.5639,0.9337,3100.7600,0.0027,0.9586,1
2015-09-29,5583.1910,-0.0099,0.5583,0.0000,3038.1400,-0.0202,0.9392,1
2015-09-30,5617.7910,0.0062,0.5618,0.9336,3052.7800,0.0048,0.9438,1
2015-10-08,5781.5160,0.0291,0.5782,0.0000,3143.3600,0.0297,0.9718,1
2015-10-09,5845.7660,0.0111,0.5846,0.9323,3183.1500,0.0127,0.9841,1
2015-10-12,5859.3260,0.0023,0.5859,0.0000,3287.6600,0.0328,1.0164,1
2015-10-13,5813.1260,-0.0079,0.5813,0.9573,3293.2300,0.0017,1.0181,1
2015-10-14,5751.5660,-0.0106,0.5752,0.0000,3262.4400,-0.0093,1.0086,1
2015-10-15,5850.6160,0.0172,0.5851,0.9546,3338.0700,0.0232,1.0320,1
2015-10-16,5853.8010,0.0005,0.5854,0.0000,3391.3500,0.0160,1.0484,1
2015-10-19,5837.5310,-0.0028,0.5838,0.9644,3386.7000,-0.0014,1.0470,1
2015-10-20,5790.7310,-0.0080,0.5791,0.0000,3425.3300,0.0114,1.0589,1
2015-10-21,5744.4410,-0.0080,0.5744,0.9766,3320.6800,-0.0306,1.0266,1
2015-10-22,5742.5660,-0.0003,0.5743,0.0000,3368.7400,0.0145,1.0414,1
2015-10-23,5771.1760,0.0050,0.5771,0.9937,3412.4300,0.0130,1.0550,1
2015-10-26,5818.7760,0.0082,0.5819,0.0000,3429.5800,0.0050,1.0603,1
2015-10-27,5797.2760,-0.0037,0.5797,0.9901,3434.3400,0.0014,1.0617,1
2015-10-28,5770.0860,-0.0047,0.5770,0.0000,3375.2000,-0.0172,1.0434,1
2015-10-29,5743.7860,-0.0046,0.5744,0.9811,3387.3200,0.0036,1.0472,1
2015-10-30,5741.8360,-0.0003,0.5742,0.0000,3382.5600,-0.0014,1.0457,1
2015-11-02,5665.5660,-0.0133,0.5666,0.9831,3325.0900,-0.0170,1.0279,1
2015-11-03,5653.8410,-0.0021,0.5654,0.0000,3316.7000,-0.0025,1.0254,1
2015-11-04,5947.7610,0.0520,0.5948,0.9827,3459.6400,0.0431,1.0695,1
2015-11-05,5885.3610,-0.0105,0.5885,0.0000,3522.8200,0.0183,1.0891,1
2015-11-06,6023.7450,0.0235,0.6024,0.8227,3590.0300,0.0191,1.1099,1
2015-11-09,6052.7450,0.0048,0.6053,0.0000,3646.8800,0.0158,1.1274,1
2015-11-10,6022.5050,-0.0050,0.6023,0.8468,3640.4900,-0.0018,1.1255,1
2015-11-11,5987.2650,-0.0059,0.5987,0.0000,3650.2500,0.0027,1.1285,1
2015-11-12,5897.1850,-0.0150,0.5897,0.8411,3632.9000,-0.0048,1.1231,1
2015-11-13,5810.5210,-0.0147,0.5811,0.0000,3580.8400,-0.0143,1.1070,1
2015-11-16,5884.8170,0.0128,0.5885,0.8388,3606.9600,0.0073,1.1151,1
2015-11-17,5897.9250,0.0022,0.5898,0.0000,3604.8000,-0.0006,1.1144,1
2015-11-18,5871.9570,-0.0044,0.5872,0.8461,3568.4700,-0.0101,1.1032,1
2015-11-19,5849.0770,-0.0039,0.5849,0.0000,3617.0600,0.0136,1.1182,1
2015-11-20,5859.0770,0.0017,0.5859,0.8568,3630.5000,0.0037,1.1224,1
2015-11-23,5844.0170,-0.0026,0.5844,0.0000,3610.3200,-0.0056,1.1161,1
2015-11-24,5782.0890,-0.0106,0.5782,0.8495,3616.1100,0.0016,1.1179,1
2015-11-25,5739.4370,-0.0074,0.5739,0.0000,3647.9300,0.0088,1.1278,1
2015-11-26,5677.5490,-0.0108,0.5678,0.8616,3635.5500,-0.0034,1.1239,1
2015-11-27,5642.9330,-0.0061,0.5643,0.0000,3436.3000,-0.0548,1.0623,1
2015-11-30,5641.5570,-0.0002,0.5642,0.8324,3445.4100,0.0026,1.0651,1
2015-12-01,5611.5170,-0.0053,0.5612,0.0000,3456.3100,0.0032,1.0685,1
2015-12-02,5926.1570,0.0561,0.5926,0.8444,3536.9100,0.0233,1.0934,1
2015-12-03,5863.2890,-0.0106,0.5863,0.0000,3584.8200,0.0135,1.1082,1
2015-12-04,5777.4410,-0.0146,0.5777,0.8391,3524.9900,-0.0167,1.0898,1
2015-12-07,5786.8250,0.0016,0.5787,0.0000,3536.9300,0.0034,1.0934,1
2015-12-08,5733.1690,-0.0093,0.5733,0.8344,3470.0700,-0.0189,1.0728,1
2015-12-09,5702.8650,-0.0053,0.5703,0.0000,3472.4400,0.0007,1.0735,1
2015-12-10,5697.3050,-0.0010,0.5697,0.8397,3455.5000,-0.0049,1.0683,1
2015-12-11,5663.0130,-0.0060,0.5663,0.0000,3434.5800,-0.0061,1.0618,1
2015-12-14,5789.6290,0.0224,0.5790,0.8339,3520.6700,0.0251,1.0884,1
2015-12-15,5759.1930,-0.0053,0.5759,0.0000,3510.3500,-0.0029,1.0852,1
2015-12-16,5713.6090,-0.0079,0.5714,0.8324,3516.1900,0.0017,1.0870,1
2015-12-17,5731.2450,0.0031,0.5731,0.0000,3580.0000,0.0181,1.1068,1
2015-12-18,5801.6210,0.0123,0.5802,0.8432,3578.9600,-0.0003,1.1064,1
2015-12-21,5751.0530,-0.0087,0.5751,0.0000,3642.4700,0.0177,1.1261,1
2015-12-22,5713.0530,-0.0066,0.5713,0.8703,3651.7700,0.0026,1.1289,1
2015-12-23,5714.0890,0.0002,0.5714,0.0000,3636.0900,-0.0043,1.1241,1
2015-12-24,5656.1210,-0.0101,0.5656,0.8727,3612.4900,-0.0065,1.1168,1
2015-12-25,5657.2650,0.0002,0.5657,0.0000,3627.9100,0.0043,1.1216,1
2015-12-28,5467.3210,-0.0336,0.5467,0.8765,3533.7800,-0.0259,1.0925,1
2015-12-29,5456.9330,-0.0019,0.5457,0.0000,3563.7400,0.0085,1.1017,1
2015-12-30,5451.2610,-0.0010,0.5451,0.8879,3572.8800,0.0026,1.1046,1
2015-12-31,5436.7410,-0.0027,0.5437,0.0000,3539.1800,-0.0094,1.0941,1
2016-01-04,5159.1410,-0.0511,0.5159,0.8784,3296.2600,-0.0686,1.0190,1
2016-01-05,5121.6170,-0.0073,0.5122,0.0000,3287.7100,-0.0026,1.0164,1
2016-01-06,5156.4810,0.0068,0.5156,0.8944,3361.8400,0.0225,1.0393,1
2016-01-07,5094.7890,-0.0120,0.5095,0.0000,3125.0000,-0.0704,0.9661,1
2016-01-08,5049.8210,-0.0088,0.5050,0.8808,3186.4100,0.0197,0.9851,1
2016-01-11,4988.6210,-0.0121,0.4989,0.0000,3016.7000,-0.0533,0.9326,1
2016-01-12,4971.9570,-0.0033,0.4972,0.8697,3022.8600,0.0020,0.9345,1
2016-01-13,4990.8890,0.0038,0.4991,0.0000,2949.6000,-0.0242,0.9119,1
2016-01-14,5054.4170,0.0127,0.5054,0.8523,3007.6500,0.0197,0.9298,1
2016-01-15,4997.6250,-0.0112,0.4998,0.0000,2900.9700,-0.0355,0.8968,1
2016-01-18,5017.3530,0.0039,0.5017,0.8299,2913.8400,0.0044,0.9008,1
2016-01-19,5020.8130,0.0007,0.5021,0.0000,3007.7400,0.0322,0.9298,1
2016-01-20,4948.2530,-0.0145,0.4948,0.8520,2976.6900,-0.0103,0.9202,1
2016-01-21,4911.6770,-0.0074,0.4912,0.0000,2880.4800,-0.0323,0.8905,1
2016-01-22,4903.3570,-0.0017,0.4903,0.8484,2916.5600,0.0125,0.9017,1
2016-01-25,4890.8770,-0.0025,0.4891,0.0000,2938.5200,0.0075,0.9084,1
2016-01-26,4702.6210,-0.0385,0.4703,0.8395,2749.7900,-0.0642,0.8501,1
2016-01-27,4714.7050,0.0026,0.4715,0.0000,2735.5600,-0.0052,0.8457,1
2016-01-28,4654.8490,-0.0127,0.4655,0.8327,2655.6600,-0.0292,0.8210,1
2016-01-29,4663.1610,0.0018,0.4663,0.0000,2737.6000,0.0309,0.8463,1
2016-02-01,4583.1770,-0.0172,0.4583,0.8553,2688.8500,-0.0178,0.8313,1
2016-02-02,4571.4170,-0.0026,0.4571,0.0000,2749.5700,0.0226,0.8500,1
2016-02-03,4563.5370,-0.0017,0.4564,0.8634,2739.2500,-0.0038,0.8468,1
2016-02-04,4567.6690,0.0009,0.4568,0.0000,2781.0200,0.0153,0.8598,1
2016-02-05,4543.7010,-0.0052,0.4544,0.8733,2763.4900,-0.0063,0.8543,1
2016-02-15,4428.1090,-0.0254,0.4428,0.0000,2746.2000,-0.0063,0.8490,1
2016-02-16,4488.2370,0.0136,0.4488,0.8921,2836.5700,0.0329,0.8769,1
2016-02-17,4484.2010,-0.0009,0.4484,0.0000,2867.3400,0.0108,0.8864,1
2016-02-18,4440.0570,-0.0098,0.4440,0.9090,2862.8900,-0.0016,0.8851,1
2016-02-19,4427.9490,-0.0027,0.4428,0.0000,2860.0200,-0.0010,0.8842,1
2016-02-22,4483.8450,0.0126,0.4484,0.9180,2927.1800,0.0235,0.9049,1
2016-02-23,4471.4970,-0.0028,0.4471,0.0000,2903.3300,-0.0081,0.8976,1
2016-02-24,4499.4490,0.0063,0.4499,0.9023,2928.9000,0.0088,0.9055,1
2016-02-25,4475.3050,-0.0054,0.4475,0.0000,2741.2500,-0.0641,0.8475,1
2016-02-26,4475.4890,0.0000,0.4475,0.8750,2767.2100,0.0095,0.8555,1
2016-02-29,4463.7410,-0.0026,0.4464,0.0000,2687.9800,-0.0286,0.8310,1
2016-03-01,4488.0450,0.0054,0.4488,0.8645,2733.1700,0.0168,0.8450,1
2016-03-02,4496.3450,0.0018,0.4496,0.0000,2849.6800,0.0426,0.8810,1
2016-03-03,4496.2730,-0.0000,0.4496,0.8994,2859.7600,0.0035,0.8841,1
2016-03-04,4476.1650,-0.0045,0.4476,0.0000,2874.1500,0.0050,0.8885,1
2016-03-07,4463.8850,-0.0027,0.4464,0.9265,2897.3400,0.0081,0.8957,1
2016-03-08,4459.4530,-0.0010,0.4459,0.0000,2901.3900,0.0014,0.8970,1
2016-03-09,4463.3410,0.0009,0.4463,0.9114,2862.5600,-0.0134,0.8850,1
2016-03-10,4479.0530,0.0035,0.4479,0.0000,2804.7300,-0.0202,0.8671,1
2016-03-11,4494.9730,0.0036,0.4495,0.9041,2810.3100,0.0020,0.8688,1
2016-03-14,4502.7210,0.0017,0.4503,0.0000,2859.5000,0.0175,0.8840,1
2016-03-15,4510.4970,0.0017,0.4510,0.9152,2864.3700,0.0017,0.8855,1
2016-03-16,4478.1730,-0.0072,0.4478,0.0000,2870.4300,0.0021,0.8874,1
2016-03-17,4493.8850,0.0035,0.4494,0.9275,2904.8300,0.0120,0.8980,1
2016-03-18,4481.3810,-0.0028,0.4481,0.0000,2955.1500,0.0173,0.9136,1
