交易日期,策略总资产,策略涨跌幅,策略累计收益率,策略仓位比例,基准总资产,基准涨跌幅,基准累计收益率,调仓日期
2019-03-25,456.3860,-0.0108,0.0456,0.0000,3043.0300,-0.0197,0.9408,1
2019-03-26,456.3860,0.0000,0.0456,0.0000,2997.1000,-0.0151,0.9266,1
2019-03-27,451.3860,-0.0110,0.0451,0.0000,3022.7200,0.0085,0.9345,1
2019-03-28,451.3860,0.0000,0.0451,0.0000,2994.9400,-0.0092,0.9259,1
2019-03-29,446.3860,-0.0111,0.0446,0.0000,3090.7600,0.0320,0.9555,1
2019-04-01,446.3860,0.0000,0.0446,0.0000,3170.3600,0.0258,0.9801,1
2019-04-02,441.3860,-0.0112,0.0441,0.0000,3176.8200,0.0020,0.9821,1
2019-04-03,441.3860,0.0000,0.0441,0.0000,3216.3000,0.0124,0.9943,1
2019-04-04,436.3860,-0.0113,0.0436,0.0000,3246.5700,0.0094,1.0037,1
2019-04-08,436.3860,0.0000,0.0436,0.0000,3244.8100,-0.0005,1.0031,1
2019-04-09,431.3860,-0.0115,0.0431,0.0000,3239.6600,-0.0016,1.0015,1
2019-04-10,431.3860,0.0000,0.0431,0.0000,3241.9300,0.0007,1.0022,1
2019-04-11,426.3860,-0.0116,0.0426,0.0000,3189.9600,-0.0160,0.9862,1
2019-04-12,426.3860,0.0000,0.0426,0.0000,3188.6300,-0.0004,0.9858,1
2019-04-15,421.3860,-0.0117,0.0421,0.0000,3177.7900,-0.0034,0.9824,1
2019-04-16,421.3860,0.0000,0.0421,0.0000,3253.6000,0.0239,1.0058,1
2019-04-17,416.3860,-0.0119,0.0416,0.0000,3263.1200,0.0029,1.0088,1
2019-04-18,416.3860,0.0000,0.0416,0.0000,3250.2000,-0.0040,1.0048,1
2019-04-19,411.3860,-0.0120,0.0411,0.0000,3270.8000,0.0063,1.0112,1
2019-04-22,411.3860,0.0000,0.0411,0.0000,3215.0400,-0.0170,0.9939,1
2019-04-23,406.3860,-0.0122,0.0406,0.0000,3198.5900,-0.0051,0.9888,1
2019-04-24,406.3860,0.0000,0.0406,0.0000,3201.6100,0.0009,0.9898,1
2019-04-25,401.3860,-0.0123,0.0401,0.0000,3123.8300,-0.0243,0.9657,1
2019-04-26,401.3860,0.0000,0.0401,0.0000,3086.4000,-0.0120,0.9542,1
2019-04-29,396.3860,-0.0125,0.0396,0.0000,3062.5000,-0.0077,0.9468,1
2019-04-30,396.3860,0.0000,0.0396,0.0000,3078.3400,0.0052,0.9517,1
2019-05-06,391.3860,-0.0126,0.0391,0.0000,2906.4600,-0.0558,0.8985,1
2019-05-07,391.3860,0.0000,0.0391,0.0000,2926.3900,0.0069,0.9047,1
2019-05-08,386.3860,-0.0128,0.0386,0.0000,2893.7600,-0.0112,0.8946,1
2019-05-09,386.3860,0.0000,0.0386,0.0000,2850.9500,-0.0148,0.8814,1
2019-05-10,381.3860,-0.0129,0.0381,0.0000,2939.2100,0.0310,0.9087,1
2019-05-13,381.3860,0.0000,0.0381,0.0000,2903.7100,-0.0121,0.8977,1
2019-05-14,376.3860,-0.0131,0.0376,0.0000,2883.6100,-0.0069,0.8915,1
2019-05-15,376.3860,0.0000,0.0376,0.0000,2938.6800,0.0191,0.9085,1
2019-05-16,371.3860,-0.0133,0.0371,0.0000,2955.7100,0.0058,0.9138,1
2019-05-17,371.3860,0.0000,0.0371,0.0000,2882.3000,-0.0248,0.8911,1
2019-05-20,366.3860,-0.0135,0.0366,0.0000,2870.6000,-0.0041,0.8874,1
2019-05-21,366.3860,0.0000,0.0366,0.0000,2905.9700,0.0123,0.8984,1
2019-05-22,361.3860,-0.0136,0.0361,0.0000,2891.7000,-0.0049,0.8940,1
2019-05-23,361.3860,0.0000,0.0361,0.0000,2852.5200,-0.0135,0.8819,1
2019-05-24,356.3860,-0.0138,0.0356,0.0000,2852.9900,0.0002,0.8820,1
2019-05-27,356.3860,0.0000,0.0356,0.0000,2892.3800,0.0138,0.8942,1
2019-05-28,351.3860,-0.0140,0.0351,0.0000,2909.9100,0.0061,0.8996,1
2019-05-29,351.3860,0.0000,0.0351,0.0000,2914.7000,0.0016,0.9011,1
2019-05-30,346.3860,-0.0142,0.0346,0.0000,2905.8100,-0.0031,0.8983,1
2019-05-31,346.3860,0.0000,0.0346,0.0000,2898.7000,-0.0024,0.8961,1
2019-06-03,341.3860,-0.0144,0.0341,0.0000,2890.0800,-0.0030,0.8935,1
2019-06-04,341.3860,0.0000,0.0341,0.0000,2862.2800,-0.0096,0.8849,1
2019-06-05,336.3860,-0.0146,0.0336,0.0000,2861.4200,-0.0003,0.8846,1
2019-06-06,336.3860,0.0000,0.0336,0.0000,2827.8000,-0.0117,0.8742,1
2019-06-10,331.3860,-0.0149,0.0331,0.0000,2852.1300,0.0086,0.8817,1
2019-06-11,331.3860,0.0000,0.0331,0.0000,2925.7200,0.0258,0.9045,1
2019-06-12,326.3860,-0.0151,0.0326,0.0000,2909.3800,-0.0056,0.8994,1
2019-06-13,326.3860,0.0000,0.0326,0.0000,2910.7400,0.0005,0.8999,1
2019-06-14,321.3860,-0.0153,0.0321,0.0000,2881.9700,-0.0099,0.8910,1
2019-06-17,321.3860,0.0000,0.0321,0.0000,2887.6200,0.0020,0.8927,1
2019-06-18,316.3860,-0.0156,0.0316,0.0000,2890.1600,0.0009,0.8935,1
2019-06-19,316.3860,0.0000,0.0316,0.0000,2917.8000,0.0096,0.9020,1
2019-06-20,311.3860,-0.0158,0.0311,0.0000,2987.1200,0.0238,0.9235,1
2019-06-21,311.3860,0.0000,0.0311,0.0000,3001.9800,0.0050,0.9281,1
2019-06-24,306.3860,-0.0161,0.0306,0.0000,3008.1500,0.0021,0.9300,1
2019-06-25,306.3860,0.0000,0.0306,0.0000,2982.0700,-0.0087,0.9219,1
2019-06-26,301.3860,-0.0163,0.0301,0.0000,2976.2800,-0.0019,0.9201,1
2019-06-27,301.3860,0.0000,0.0301,0.0000,2996.7900,0.0069,0.9265,1
2019-06-28,296.3860,-0.0166,0.0296,0.0000,2978.8800,-0.0060,0.9209,1
2019-07-01,296.3860,0.0000,0.0296,0.0000,3044.9000,0.0222,0.9413,1
2019-07-02,291.3860,-0.0169,0.0291,0.0000,3043.9400,-0.0003,0.9410,1
2019-07-03,291.3860,0.0000,0.0291,0.0000,3015.2600,-0.0094,0.9322,1
2019-07-04,286.3860,-0.0172,0.0286,0.0000,3005.2500,-0.0033,0.9291,1
2019-07-05,286.3860,0.0000,0.0286,0.0000,3011.0600,0.0019,0.9309,1
2019-07-08,281.3860,-0.0175,0.0281,0.0000,2933.3600,-0.0258,0.9068,1
2019-07-09,281.3860,0.0000,0.0281,0.0000,2928.2300,-0.0017,0.9053,1
2019-07-10,276.3860,-0.0178,0.0276,0.0000,2915.3000,-0.0044,0.9013,1
2019-07-11,276.3860,0.0000,0.0276,0.0000,2917.7600,0.0008,0.9020,1
2019-07-12,271.3860,-0.0181,0.0271,0.0000,2930.5500,0.0044,0.9060,1
2019-07-15,271.3860,0.0000,0.0271,0.0000,2942.1900,0.0040,0.9096,1
2019-07-16,266.3860,-0.0184,0.0266,0.0000,2937.6200,-0.0016,0.9082,1
2019-07-17,266.3860,0.0000,0.0266,0.0000,2931.6900,-0.0020,0.9063,1
2019-07-18,261.3860,-0.0188,0.0261,0.0000,2901.1800,-0.0104,0.8969,1
2019-07-19,261.3860,0.0000,0.0261,0.0000,2924.2000,0.0079,0.9040,1
2019-07-22,256.3860,-0.0191,0.0256,0.0000,2886.9700,-0.0127,0.8925,1
2019-07-23,256.3860,0.0000,0.0256,0.0000,2899.9400,0.0045,0.8965,1
2019-07-24,251.3860,-0.0195,0.0251,0.0000,2923.2800,0.0080,0.9037,1
2019-07-25,251.3860,0.0000,0.0251,0.0000,2937.3600,0.0048,0.9081,1
2019-07-26,246.3860,-0.0199,0.0246,0.0000,2944.5400,0.0024,0.9103,1
2019-07-29,246.3860,0.0000,0.0246,0.0000,2941.0100,-0.0012,0.9092,1
2019-07-30,241.3860,-0.0203,0.0241,0.0000,2952.3400,0.0039,0.9127,1
2019-07-31,241.3860,0.0000,0.0241,0.0000,2932.5100,-0.0067,0.9066,1
2019-08-01,236.3860,-0.0207,0.0236,0.0000,2908.7700,-0.0081,0.8992,1
2019-08-02,236.3860,0.0000,0.0236,0.0000,2867.8400,-0.0141,0.8866,1
2019-08-05,231.3860,-0.0212,0.0231,0.0000,2821.5000,-0.0162,0.8723,1
2019-08-06,231.3860,0.0000,0.0231,0.0000,2777.5600,-0.0156,0.8587,1
2019-08-07,226.3860,-0.0216,0.0226,0.0000,2768.6800,-0.0032,0.8559,1
2019-08-08,226.3860,0.0000,0.0226,0.0000,2794.5500,0.0093,0.8639,1
2019-08-09,221.3860,-0.0221,0.0221,0.0000,2774.7500,-0.0071,0.8578,1
2019-08-12,221.3860,0.0000,0.0221,0.0000,2814.9900,0.0145,0.8703,1
2019-08-13,216.3860,-0.0226,0.0216,0.0000,2797.2600,-0.0063,0.8648,1
2019-08-14,216.3860,0.0000,0.0216,0.0000,2808.9100,0.0042,0.8684,1
2019-08-15,211.3860,-0.0231,0.0211,0.0000,2815.8000,0.0025,0.8705,1
2019-08-16,211.3860,0.0000,0.0211,0.0000,2823.8200,0.0028,0.8730,1
2019-08-19,206.3860,-0.0237,0.0206,0.0000,2883.1000,0.0210,0.8913,1
2019-08-20,206.3860,0.0000,0.0206,0.0000,2880.0000,-0.0011,0.8904,1
2019-08-21,201.3860,-0.0242,0.0201,0.0000,2880.3300,0.0001,0.8905,1
2019-08-22,201.3860,0.0000,0.0201,0.0000,2883.4400,0.0011,0.8914,1
2019-08-23,196.3860,-0.0248,0.0196,0.0000,2897.4300,0.0049,0.8957,1
2019-08-26,196.3860,0.0000,0.0196,0.0000,2863.5700,-0.0117,0.8853,1
2019-08-27,191.3860,-0.0255,0.0191,0.0000,2902.1900,0.0135,0.8972,1
2019-08-28,191.3860,0.0000,0.0191,0.0000,2893.7600,-0.0029,0.8946,1
2019-08-29,186.3860,-0.0261,0.0186,0.0000,2890.9200,-0.0010,0.8937,1
2019-08-30,186.3860,0.0000,0.0186,0.0000,2886.2400,-0.0016,0.8923,1
2019-09-02,181.3860,-0.0268,0.0181,0.0000,2924.1100,0.0131,0.9040,1
2019-09-03,181.3860,0.0000,0.0181,0.0000,2930.1500,0.0021,0.9059,1
2019-09-04,176.3860,-0.0276,0.0176,0.0000,2957.4100,0.0093,0.9143,1
2019-09-05,176.3860,0.0000,0.0176,0.0000,2985.8600,0.0096,0.9231,1
2019-09-06,171.3860,-0.0283,0.0171,0.0000,2999.6000,0.0046,0.9273,1
2019-09-09,171.3860,0.0000,0.0171,0.0000,3024.7400,0.0084,0.9351,1
2019-09-10,166.3860,-0.0292,0.0166,0.0000,3021.2000,-0.0012,0.9340,1
2019-09-11,166.3860,0.0000,0.0166,0.0000,3008.8100,-0.0041,0.9302,1
2019-09-12,161.3860,-0.0301,0.0161,0.0000,3031.2400,0.0075,0.9371,1
2019-09-16,161.3860,0.0000,0.0161,0.0000,3030.7500,-0.0002,0.9370,1
2019-09-17,156.3860,-0.0310,0.0156,0.0000,2978.1200,-0.0174,0.9207,1
2019-09-18,156.3860,0.0000,0.0156,0.0000,2985.6600,0.0025,0.9230,1
2019-09-19,151.3860,-0.0320,0.0151,0.0000,2999.2800,0.0046,0.9272,1
2019-09-20,151.3860,0.0000,0.0151,0.0000,3006.4500,0.0024,0.9294,1
2019-09-23,146.3860,-0.0330,0.0146,0.0000,2977.0800,-0.0098,0.9204,1
2019-09-24,146.3860,0.0000,0.0146,0.0000,2985.3400,0.0028,0.9229,1
2019-09-25,141.3860,-0.0342,0.0141,0.0000,2955.4300,-0.0100,0.9137,1
2019-09-26,141.3860,0.0000,0.0141,0.0000,2929.0900,-0.0089,0.9055,1
2019-09-27,136.3860,-0.0354,0.0136,0.0000,2932.1700,0.0011,0.9065,1
2019-09-30,136.3860,0.0000,0.0136,0.0000,2905.1900,-0.0092,0.8981,1
2019-10-08,131.3860,-0.0367,0.0131,0.0000,2913.5700,0.0029,0.9007,1
2019-10-09,131.3860,0.0000,0.0131,0.0000,2924.8600,0.0039,0.9042,1
2019-10-10,126.3860,-0.0381,0.0126,0.0000,2947.7100,0.0078,0.9113,1
2019-10-11,126.3860,0.0000,0.0126,0.0000,2973.6600,0.0088,0.9193,1
2019-10-14,121.3860,-0.0396,0.0121,0.0000,3007.8800,0.0115,0.9299,1
2019-10-15,121.3860,0.0000,0.0121,0.0000,2991.0500,-0.0056,0.9247,1
2019-10-16,116.3860,-0.0412,0.0116,0.0000,2978.7100,-0.0041,0.9209,1
2019-10-17,116.3860,0.0000,0.0116,0.0000,2977.3300,-0.0005,0.9204,1
2019-10-18,111.3860,-0.0430,0.0111,0.0000,2938.1400,-0.0132,0.9083,1
2019-10-21,111.3860,0.0000,0.0111,0.0000,2939.6200,0.0005,0.9088,1
2019-10-22,106.3860,-0.0449,0.0106,0.0000,2954.3800,0.0050,0.9133,1
2019-10-23,106.3860,0.0000,0.0106,0.0000,2941.6200,-0.0043,0.9094,1
2019-10-24,101.3860,-0.0470,0.0101,0.0000,2940.9200,-0.0002,0.9092,1
2019-10-25,101.3860,0.0000,0.0101,0.0000,2954.9300,0.0048,0.9135,1
2019-10-28,96.3860,-0.0493,0.0096,0.0000,2980.0500,0.0085,0.9213,1
2019-10-29,96.3860,0.0000,0.0096,0.0000,2954.1800,-0.0087,0.9133,1
2019-10-30,91.3860,-0.0519,0.0091,0.0000,2939.3200,-0.0050,0.9087,1
2019-10-31,91.3860,0.0000,0.0091,0.0000,2929.0600,-0.0035,0.9055,1
2019-11-01,86.3860,-0.0547,0.0086,0.0000,2958.2000,0.0099,0.9145,1
2019-11-04,86.3860,0.0000,0.0086,0.0000,2975.4900,0.0058,0.9199,1
2019-11-05,81.3860,-0.0579,0.0081,0.0000,2991.5600,0.0054,0.9248,1
2019-11-06,81.3860,0.0000,0.0081,0.0000,2978.6000,-0.0043,0.9208,1
2019-11-07,76.3860,-0.0614,0.0076,0.0000,2978.7100,0.0000,0.9209,1
2019-11-08,76.3860,0.0000,0.0076,0.0000,2964.1800,-0.0049,0.9164,1
2019-11-11,71.3860,-0.0655,0.0071,0.0000,2909.9700,-0.0183,0.8996,1
2019-11-12,71.3860,0.0000,0.0071,0.0000,2914.8200,0.0017,0.9011,1
2019-11-13,66.3860,-0.0700,0.0066,0.0000,2905.2400,-0.0033,0.8982,1
2019-11-14,66.3860,0.0000,0.0066,0.0000,2909.8700,0.0016,0.8996,1
2019-11-15,61.3860,-0.0753,0.0061,0.0000,2891.3400,-0.0064,0.8939,1
2019-11-18,61.3860,0.0000,0.0061,0.0000,2909.2000,0.0062,0.8994,1
2019-11-19,56.3860,-0.0815,0.0056,0.0000,2933.9900,0.0085,0.9070,1
2019-11-20,56.3860,0.0000,0.0056,0.0000,2911.0500,-0.0078,0.8999,1
2019-11-21,51.3860,-0.0887,0.0051,0.0000,2903.6400,-0.0025,0.8977,1
2019-11-22,51.3860,0.0000,0.0051,0.0000,2885.2900,-0.0063,0.8920,1
2019-11-25,46.3860,-0.0973,0.0046,0.0000,2906.1700,0.0072,0.8984,1
2019-11-26,46.3860,0.0000,0.0046,0.0000,2907.0600,0.0003,0.8987,1
2019-11-27,41.3860,-0.1078,0.0041,0.0000,2903.1900,-0.0013,0.8975,1
2019-11-28,41.3860,0.0000,0.0041,0.0000,2889.6900,-0.0047,0.8933,1
2019-11-29,36.3860,-0.1208,0.0036,0.0000,2871.9800,-0.0061,0.8879,1
2019-12-02,36.3860,0.0000,0.0036,0.0000,2875.8100,0.0013,0.8891,1
2019-12-03,31.3860,-0.1374,0.0031,0.0000,2884.7000,0.0031,0.8918,1
2019-12-04,31.3860,0.0000,0.0031,0.0000,2878.1200,-0.0023,0.8898,1
2019-12-05,26.3860,-0.1593,0.0026,0.0000,2899.4700,0.0074,0.8964,1
2019-12-06,26.3860,0.0000,0.0026,0.0000,2912.0100,0.0043,0.9002,1
2019-12-09,21.3860,-0.1895,0.0021,0.0000,2914.4800,0.0008,0.9010,1
2019-12-10,21.3860,0.0000,0.0021,0.0000,2917.3200,0.0010,0.9019,1
2019-12-11,16.3860,-0.2338,0.0016,0.0000,2924.4200,0.0024,0.9041,1
2019-12-12,16.3860,0.0000,0.0016,0.0000,2915.7000,-0.0030,0.9014,1
2019-12-13,11.3860,-0.3051,0.0011,0.0000,2967.6800,0.0178,0.9175,1
2019-12-16,11.3860,0.0000,0.0011,0.0000,2984.3900,0.0056,0.9226,1
2019-12-17,6.3860,-0.4391,0.0006,0.0000,3022.4200,0.0127,0.9344,1
2019-12-18,6.3860,0.0000,0.0006,0.0000,3017.0400,-0.0018,0.9327,1
2019-12-19,1.3860,-0.7830,0.0001,0.0000,3017.0700,0.0000,0.9327,1
2019-12-20,1.3860,0.0000,0.0001,0.0000,3004.9400,-0.0040,0.9290,1
2019-12-23,1.3860,0.0000,0.0001,0.0000,2962.7500,-0.0140,0.9159,1
2019-12-24,1.3860,0.0000,0.0001,0.0000,2982.6800,0.0067,0.9221,1
2019-12-25,1.3860,0.0000,0.0001,0.0000,2981.8800,-0.0003,0.9218,1
2019-12-26,1.3860,0.0000,0.0001,0.0000,3007.3500,0.0085,0.9297,1
2019-12-27,1.3860,0.0000,0.0001,0.0000,3005.0400,-0.0008,0.9290,1
2019-12-30,1.3860,0.0000,0.0001,0.0000,3040.0200,0.0116,0.9398,1
2019-12-31,1.3860,0.0000,0.0001,0.0000,3050.1200,0.0033,0.9429,1
2020-01-02,1.3860,0.0000,0.0001,0.0000,3085.2000,0.0115,0.9538,1
2020-01-03,1.3860,0.0000,0.0001,0.0000,3083.7900,-0.0005,0.9534,1
2020-01-06,1.3860,0.0000,0.0001,0.0000,3083.4100,-0.0001,0.9532,1
2020-01-07,1.3860,0.0000,0.0001,0.0000,3104.8000,0.0069,0.9598,1
2020-01-08,1.3860,0.0000,0.0001,0.0000,3066.8900,-0.0122,0.9481,1
2020-01-09,1.3860,0.0000,0.0001,0.0000,3094.8800,0.0091,0.9568,1
2020-01-10,1.3860,0.0000,0.0001,0.0000,3092.2900,-0.0008,0.9560,1
2020-01-13,1.3860,0.0000,0.0001,0.0000,3115.5700,0.0075,0.9632,1
2020-01-14,1.3860,0.0000,0.0001,0.0000,3106.8200,-0.0028,0.9605,1
2020-01-15,1.3860,0.0000,0.0001,0.0000,3090.0400,-0.0054,0.9553,1
2020-01-16,1.3860,0.0000,0.0001,0.0000,3074.0800,-0.0052,0.9504,1
2020-01-17,1.3860,0.0000,0.0001,0.0000,3075.5000,0.0005,0.9508,1
2020-01-20,1.3860,0.0000,0.0001,0.0000,3095.7900,0.0066,0.9571,1
2020-01-21,1.3860,0.0000,0.0001,0.0000,3052.1400,-0.0141,0.9436,1
2020-01-22,1.3860,0.0000,0.0001,0.0000,3060.7500,0.0028,0.9462,1
2020-01-23,1.3860,0.0000,0.0001,0.0000,2976.5300,-0.0275,0.9202,1
2020-02-03,1.3860,0.0000,0.0001,0.0000,2746.6100,-0.0772,0.8491,1
2020-02-04,1.3860,0.0000,0.0001,0.0000,2783.2900,0.0134,0.8605,1
2020-02-05,1.3860,0.0000,0.0001,0.0000,2818.0900,0.0125,0.8712,1
2020-02-06,1.3860,0.0000,0.0001,0.0000,2866.5100,0.0172,0.8862,1
2020-02-07,1.3860,0.0000,0.0001,0.0000,2875.9600,0.0033,0.8891,1
2020-02-10,1.3860,0.0000,0.0001,0.0000,2890.4900,0.0051,0.8936,1
2020-02-11,1.3860,0.0000,0.0001,0.0000,2901.6700,0.0039,0.8970,1
2020-02-12,1.3860,0.0000,0.0001,0.0000,2926.9000,0.0087,0.9048,1
2020-02-13,1.3860,0.0000,0.0001,0.0000,2906.0700,-0.0071,0.8984,1
2020-02-14,1.3860,0.0000,0.0001,0.0000,2917.0100,0.0038,0.9018,1
2020-02-17,1.3860,0.0000,0.0001,0.0000,2983.6200,0.0228,0.9224,1
2020-02-18,1.3860,0.0000,0.0001,0.0000,2984.9700,0.0005,0.9228,1
2020-02-19,1.3860,0.0000,0.0001,0.0000,2975.4000,-0.0032,0.9198,1
2020-02-20,1.3860,0.0000,0.0001,0.0000,3030.1500,0.0184,0.9368,1
2020-02-21,1.3860,0.0000,0.0001,0.0000,3039.6700,0.0031,0.9397,1
2020-02-24,1.3860,0.0000,0.0001,0.0000,3031.2300,-0.0028,0.9371,1
2020-02-25,1.3860,0.0000,0.0001,0.0000,3013.0500,-0.0060,0.9315,1
2020-02-26,1.3860,0.0000,0.0001,0.0000,2987.9300,-0.0083,0.9237,1
2020-02-27,1.3860,0.0000,0.0001,0.0000,2991.3300,0.0011,0.9248,1
2020-02-28,1.3860,0.0000,0.0001,0.0000,2880.3000,-0.0371,0.8904,1
2015-01-05,9998.8120,-0.0001,0.9999,0.9613,3350.5200,0.0358,1.0358,2
2015-01-06,9868.2820,-0.0131,0.9868,0.0000,3351.4500,0.0003,1.0361,2
2015-01-07,9801.6100,-0.0068,0.9802,0.9476,3373.9500,0.0067,1.0431,2
2015-01-08,9785.7100,-0.0016,0.9786,0.0000,3293.4600,-0.0239,1.0182,2
2015-01-09,9875.8300,0.0092,0.9876,0.9162,3285.4100,-0.0024,1.0157,2
2015-01-12,9723.0640,-0.0155,0.9723,0.0000,3229.3200,-0.0171,0.9983,2
2015-01-13,9723.4840,0.0000,0.9723,0.9058,3235.3000,0.0019,1.0002,2
2015-01-14,9756.8800,0.0034,0.9757,0.0000,3222.4400,-0.0040,0.9962,2
2015-01-15,10039.0600,0.0289,1.0039,0.9174,3336.4600,0.0354,1.0315,2
2015-01-16,10041.3400,0.0002,1.0041,0.0000,3376.5000,0.0120,1.0438,2
2015-01-19,9895.7260,-0.0145,0.9896,0.9783,3116.3500,-0.0770,0.9634,2
2015-01-20,9866.6830,-0.0029,0.9867,0.0000,3173.0500,0.0182,0.9809,2
2015-01-21,10225.2510,0.0363,1.0225,0.9872,3323.6100,0.0474,1.0275,2
2015-01-22,10139.1370,-0.0084,1.0139,0.0000,3343.3400,0.0059,1.0336,2
2015-01-23,10145.9050,0.0007,1.0146,0.8516,3351.7600,0.0025,1.0362,2
2015-01-26,10096.0570,-0.0049,1.0096,0.0000,3383.1800,0.0094,1.0459,2
2015-01-27,9862.8370,-0.0231,0.9863,0.8511,3352.9600,-0.0089,1.0366,2
2015-01-28,9765.8710,-0.0098,0.9766,0.0000,3305.7400,-0.0141,1.0220,2
2015-01-29,9802.5230,0.0038,0.9803,0.9926,3262.3100,-0.0131,1.0085,2
2015-01-30,9794.2700,-0.0008,0.9794,0.0000,3210.3600,-0.0159,0.9925,2
2015-02-02,9796.2300,0.0002,0.9796,0.9739,3128.3000,-0.0256,0.9671,2
2015-02-03,9872.2920,0.0078,0.9872,0.0000,3204.9100,0.0245,0.9908,2
2015-02-04,9649.6920,-0.0225,0.9650,0.9945,3174.1300,-0.0096,0.9813,2
2015-02-05,10032.6620,0.0397,1.0033,0.0000,3136.5300,-0.0118,0.9697,2
2015-02-06,9887.4960,-0.0145,0.9887,0.9565,3075.9100,-0.0193,0.9509,2
2015-02-09,9852.1460,-0.0036,0.9852,0.0000,3095.1200,0.0062,0.9569,2
2015-02-10,10029.2600,0.0180,1.0029,0.9611,3141.5900,0.0150,0.9712,2
2015-02-11,10007.3220,-0.0022,1.0007,0.0000,3157.7000,0.0051,0.9762,2
2015-02-12,10065.0720,0.0058,1.0065,0.9639,3173.4200,0.0050,0.9811,2
2015-02-13,10084.8190,0.0020,1.0085,0.0000,3203.8300,0.0096,0.9905,2
2015-02-16,10044.2890,-0.0040,1.0044,0.9701,3222.3600,0.0058,0.9962,2
2015-02-17,10042.9730,-0.0001,1.0043,0.0000,3246.9100,0.0076,1.0038,2
2015-02-25,9855.3170,-0.0187,0.9855,0.9802,3228.8400,-0.0056,0.9982,2
2015-02-26,9826.3370,-0.0029,0.9826,0.0000,3298.3600,0.0215,1.0197,2
2015-02-27,9767.4650,-0.0060,0.9767,0.8594,3310.3000,0.0036,1.0234,2
2015-03-02,9766.2110,-0.0001,0.9766,0.0000,3336.2900,0.0078,1.0314,2
2015-03-03,9521.4350,-0.0251,0.9521,0.8570,3263.0500,-0.0220,1.0088,2
2015-03-04,9508.9190,-0.0013,0.9509,0.0000,3279.5300,0.0051,1.0139,2
2015-03-05,9406.0190,-0.0108,0.9406,0.9957,3248.4800,-0.0095,1.0043,2
2015-03-06,9370.9420,-0.0037,0.9371,0.0000,3241.1900,-0.0022,1.0020,2
2015-03-09,9762.7780,0.0418,0.9763,0.8696,3302.4100,0.0189,1.0209,2
2015-03-10,9647.5780,-0.0118,0.9648,0.0000,3286.0700,-0.0049,1.0159,2
2015-03-11,9673.0300,0.0026,0.9673,0.8597,3290.9000,0.0015,1.0174,2
2015-03-12,9851.4700,0.0184,0.9851,0.0000,3349.3200,0.0178,1.0354,2
2015-03-13,9887.5900,0.0037,0.9888,0.9096,3372.9100,0.0070,1.0427,2
2015-03-16,9926.4100,0.0039,0.9926,0.0000,3449.3100,0.0226,1.0664,2
2015-03-17,9841.7980,-0.0085,0.9842,0.9389,3502.8500,0.0155,1.0829,2
2015-03-18,9790.1500,-0.0052,0.9790,0.0000,3577.3000,0.0213,1.1059,2
2015-03-19,9597.5740,-0.0197,0.9598,0.9496,3582.2700,0.0014,1.1075,2
2015-03-20,9570.2320,-0.0028,0.9570,0.0000,3617.3200,0.0098,1.1183,2
2015-03-23,9611.8360,0.0043,0.9612,0.9632,3687.7300,0.0195,1.1401,2
2015-03-24,9584.0620,-0.0029,0.9584,0.0000,3691.4100,0.0010,1.1412,2
2015-03-25,9343.7260,-0.0251,0.9344,0.9574,3660.7300,-0.0083,1.1317,2
2015-03-26,9286.9780,-0.0061,0.9287,0.0000,3682.1000,0.0058,1.1383,2
2015-03-27,9256.8580,-0.0032,0.9257,0.9774,3691.1000,0.0024,1.1411,2
2015-03-30,9319.4440,0.0068,0.9319,0.0000,3786.5700,0.0259,1.1706,2
2015-03-31,9158.4040,-0.0173,0.9158,0.8599,3747.9000,-0.0102,1.1587,2
2015-04-01,9169.6740,0.0012,0.9170,0.0000,3810.2900,0.0166,1.1780,2
2015-04-02,9008.5840,-0.0176,0.9009,0.8769,3825.7800,0.0041,1.1827,2
2015-04-03,8935.0340,-0.0082,0.8935,0.0000,3863.9300,0.0100,1.1945,2
2015-04-07,9248.8840,0.0351,0.9249,0.9088,3961.3800,0.0252,1.2247,2
2015-04-08,9283.4890,0.0037,0.9283,0.0000,3994.8100,0.0084,1.2350,2
2015-04-09,9290.5390,0.0008,0.9291,0.9687,3957.5300,-0.0093,1.2235,2
2015-04-10,9263.5390,-0.0029,0.9264,0.0000,4034.3100,0.0194,1.2472,2
2015-04-13,9016.5390,-0.0267,0.9017,0.9172,4121.7200,0.0217,1.2742,2
2015-04-14,8971.7890,-0.0050,0.8972,0.0000,4135.5700,0.0034,1.2785,2
2015-04-15,9130.4890,0.0177,0.9130,0.9118,4084.1600,-0.0124,1.2626,2
2015-04-16,8950.9790,-0.0197,0.8951,0.0000,4194.8200,0.0271,1.2968,2
2015-04-17,8648.4790,-0.0338,0.8648,0.9788,4287.3000,0.0220,1.3254,2
2015-04-20,8707.8290,0.0069,0.8708,0.0000,4217.0800,-0.0164,1.3037,2
2015-04-21,8811.5090,0.0119,0.8812,0.9397,4293.6200,0.0182,1.3274,2
2015-04-22,8796.6390,-0.0017,0.8797,0.0000,4398.4900,0.0244,1.3598,2
2015-04-23,8619.6590,-0.0201,0.8620,0.9664,4414.5100,0.0036,1.3647,2
2015-04-24,8415.2090,-0.0237,0.8415,0.0000,4393.6900,-0.0047,1.3583,2
