交易日期,佣金,印花税,成交价,成交方向,成交量,股票代码,调仓日期
2015-02-06,19.1660,0.0000,13.6900,1.0000,700.0000,sz000001,1
2015-02-09,18.9000,9.4500,13.5000,-1.0000,700.0000,sz000001,1
2015-02-10,18.8860,0.0000,13.4900,1.0000,700.0000,sz000001,1
2015-02-11,19.2920,9.6460,13.7800,-1.0000,700.0000,sz000001,1
2015-02-12,19.2500,0.0000,13.7500,1.0000,700.0000,sz000001,1
2015-02-13,19.5020,9.7510,13.9300,-1.0000,700.0000,sz000001,1
2015-02-16,19.5300,0.0000,13.9500,1.0000,700.0000,sz000001,1
2015-02-17,19.5440,9.7720,13.9600,-1.0000,700.0000,sz000001,1
2015-02-25,19.6560,0.0000,14.0400,1.0000,700.0000,sz000001,1
2015-02-26,19.3200,9.6600,13.8000,-1.0000,700.0000,sz000001,1
2015-02-27,16.8720,0.0000,14.0600,1.0000,600.0000,sz000001,1
2015-03-02,16.8360,8.4180,14.0300,-1.0000,600.0000,sz000001,1
2015-03-03,16.7760,0.0000,13.9800,1.0000,600.0000,sz000001,1
2015-03-04,16.3440,8.1720,13.6200,-1.0000,600.0000,sz000001,1
2015-03-05,18.9000,0.0000,13.5000,1.0000,700.0000,sz000001,1
2015-03-06,18.7180,9.3590,13.3700,-1.0000,700.0000,sz000001,1
2015-03-09,16.1640,0.0000,13.4700,1.0000,600.0000,sz000001,1
2015-03-10,16.8000,8.4000,14.0000,-1.0000,600.0000,sz000001,1
2015-03-11,16.5480,0.0000,13.7900,1.0000,600.0000,sz000001,1
2015-03-12,17.0400,8.5200,14.2000,-1.0000,600.0000,sz000001,1
2015-03-13,17.8800,0.0000,14.9000,1.0000,600.0000,sz000001,1
2015-03-16,18.1200,9.0600,15.1000,-1.0000,600.0000,sz000001,1
2015-03-17,18.6120,0.0000,15.5100,1.0000,600.0000,sz000001,1
2015-03-18,18.4320,9.2160,15.3600,-1.0000,600.0000,sz000001,1
2015-03-19,18.5760,0.0000,15.4800,1.0000,600.0000,sz000001,1
2015-03-20,18.2280,9.1140,15.1900,-1.0000,600.0000,sz000001,1
2015-03-23,18.3960,0.0000,15.3300,1.0000,600.0000,sz000001,1
2015-03-24,18.5160,9.2580,15.4300,-1.0000,600.0000,sz000001,1
2015-03-25,18.3360,0.0000,15.2800,1.0000,600.0000,sz000001,1
2015-03-26,17.8320,8.9160,14.8600,-1.0000,600.0000,sz000001,1
2015-03-27,18.1200,0.0000,15.1000,1.0000,600.0000,sz000001,1
2015-03-30,18.2760,9.1380,15.2300,-1.0000,600.0000,sz000001,1
2015-03-31,16.0400,0.0000,16.0400,1.0000,500.0000,sz000001,1
2015-04-01,15.8200,7.9100,15.8200,-1.0000,500.0000,sz000001,1
2015-04-02,16.0900,0.0000,16.0900,1.0000,500.0000,sz000001,1
2015-04-03,15.7000,7.8500,15.7000,-1.0000,500.0000,sz000001,1
2015-04-07,16.1500,0.0000,16.1500,1.0000,500.0000,sz000001,1
2015-04-08,16.9300,8.4650,16.9300,-1.0000,500.0000,sz000001,1
2015-04-09,17.9500,0.0000,17.9500,1.0000,500.0000,sz000001,1
2015-04-10,18.0000,9.0000,18.0000,-1.0000,500.0000,sz000001,1
2015-04-13,17.0000,0.0000,17.0000,1.0000,500.0000,sz000001,1
2015-04-14,16.5000,8.2500,16.5000,-1.0000,500.0000,sz000001,1
2015-04-15,16.3000,0.0000,16.3000,1.0000,500.0000,sz000001,1
2015-04-16,16.3400,8.1700,16.3400,-1.0000,500.0000,sz000001,1
2015-04-17,17.5000,0.0000,17.5000,1.0000,500.0000,sz000001,1
2015-04-20,17.1000,8.5500,17.1000,-1.0000,500.0000,sz000001,1
2015-04-21,16.3200,0.0000,16.3200,1.0000,500.0000,sz000001,1
2015-04-22,16.5800,8.2900,16.5800,-1.0000,500.0000,sz000001,1
2015-04-23,16.9800,0.0000,16.9800,1.0000,500.0000,sz000001,1
2015-04-24,16.3000,8.1500,16.3000,-1.0000,500.0000,sz000001,1
2015-04-27,16.2100,0.0000,16.2100,1.0000,500.0000,sz000001,1
2015-04-28,16.4500,8.2250,16.4500,-1.0000,500.0000,sz000001,1
2015-04-29,16.6600,0.0000,16.6600,1.0000,500.0000,sz000001,1
2015-04-30,16.8300,8.4150,16.8300,-1.0000,500.0000,sz000001,1
2015-05-04,16.7000,0.0000,16.7000,1.0000,500.0000,sz000001,1
2015-05-05,16.4100,8.2050,16.4100,-1.0000,500.0000,sz000001,1
2015-05-06,15.8200,0.0000,15.8200,1.0000,500.0000,sz000001,1
2015-05-07,15.7200,7.8600,15.7200,-1.0000,500.0000,sz000001,1
2015-05-08,15.7100,0.0000,15.7100,1.0000,500.0000,sz000001,1
2015-05-11,15.8000,7.9000,15.8000,-1.0000,500.0000,sz000001,1
2015-05-12,15.9800,0.0000,15.9800,1.0000,500.0000,sz000001,1
2015-05-13,16.1800,8.0900,16.1800,-1.0000,500.0000,sz000001,1
2015-05-14,16.0000,0.0000,16.0000,1.0000,500.0000,sz000001,1
2015-05-15,15.8000,7.9000,15.8000,-1.0000,500.0000,sz000001,1
2015-05-18,15.2000,0.0000,15.2000,1.0000,500.0000,sz000001,1
2015-05-19,15.1700,7.5850,15.1700,-1.0000,500.0000,sz000001,1
2015-05-20,16.0100,0.0000,16.0100,1.0000,500.0000,sz000001,1
2015-05-21,15.8000,7.9000,15.8000,-1.0000,500.0000,sz000001,1
2015-05-22,15.9100,0.0000,15.9100,1.0000,500.0000,sz000001,1
2015-05-25,16.3500,8.1750,16.3500,-1.0000,500.0000,sz000001,1
2015-05-26,13.3040,0.0000,16.6300,1.0000,400.0000,sz000001,1
2015-05-27,13.2960,6.6480,16.6200,-1.0000,400.0000,sz000001,1
2015-05-28,13.2000,0.0000,16.5000,1.0000,400.0000,sz000001,1
2015-05-29,12.4080,6.2040,15.5100,-1.0000,400.0000,sz000001,1
2015-06-01,15.3300,0.0000,15.3300,1.0000,500.0000,sz000001,1
2015-06-02,15.8900,7.9450,15.8900,-1.0000,500.0000,sz000001,1
2015-06-03,15.7700,0.0000,15.7700,1.0000,500.0000,sz000001,1
2015-06-04,15.8500,7.9250,15.8500,-1.0000,500.0000,sz000001,1
2015-06-05,13.3600,0.0000,16.7000,1.0000,400.0000,sz000001,1
2015-06-08,13.0560,6.5280,16.3200,-1.0000,400.0000,sz000001,1
2015-06-09,13.8880,0.0000,17.3600,1.0000,400.0000,sz000001,1
2015-06-10,13.4400,6.7200,16.8000,-1.0000,400.0000,sz000001,1
2015-06-11,13.3440,0.0000,16.6800,1.0000,400.0000,sz000001,1
2015-06-12,13.1840,6.5920,16.4800,-1.0000,400.0000,sz000001,1
2015-06-15,13.2240,0.0000,16.5300,1.0000,400.0000,sz000001,1
2015-06-16,12.6400,6.3200,15.8000,-1.0000,400.0000,sz000001,1
2015-06-17,12.6640,0.0000,15.8300,1.0000,400.0000,sz000001,1
2015-06-18,12.5440,6.2720,15.6800,-1.0000,400.0000,sz000001,1
2015-06-19,12.2000,0.0000,15.2500,1.0000,400.0000,sz000001,1
2015-06-23,11.7120,5.8560,14.6400,-1.0000,400.0000,sz000001,1
2015-06-24,12.0000,0.0000,15.0000,1.0000,400.0000,sz000001,1
2015-06-25,12.4640,6.2320,15.5800,-1.0000,400.0000,sz000001,1
2015-06-26,11.7120,0.0000,14.6400,1.0000,400.0000,sz000001,1
2015-06-29,11.2640,5.6320,14.0800,-1.0000,400.0000,sz000001,1
2015-06-30,10.8320,0.0000,13.5400,1.0000,400.0000,sz000001,1
2015-07-01,11.4800,5.7400,14.3500,-1.0000,400.0000,sz000001,1
2015-07-02,11.1200,0.0000,13.9000,1.0000,400.0000,sz000001,1
2015-07-03,11.1840,5.5920,13.9800,-1.0000,400.0000,sz000001,1
2015-07-06,11.4400,0.0000,14.3000,1.0000,400.0000,sz000001,1
2015-07-07,10.9280,5.4640,13.6600,-1.0000,400.0000,sz000001,1
2015-07-08,11.0480,0.0000,13.8100,1.0000,400.0000,sz000001,1
2015-07-09,10.5520,5.2760,13.1900,-1.0000,400.0000,sz000001,1
2015-07-10,11.0800,0.0000,13.8500,1.0000,400.0000,sz000001,1
2015-07-13,11.5200,5.7600,14.4000,-1.0000,400.0000,sz000001,1
2015-07-14,11.3600,0.0000,14.2000,1.0000,400.0000,sz000001,1
2015-07-15,10.9280,5.4640,13.6600,-1.0000,400.0000,sz000001,1
2015-07-16,10.8800,0.0000,13.6000,1.0000,400.0000,sz000001,1
2015-07-17,10.9280,5.4640,13.6600,-1.0000,400.0000,sz000001,1
2015-07-20,11.0400,0.0000,13.8000,1.0000,400.0000,sz000001,1
2015-07-21,10.8080,5.4040,13.5100,-1.0000,400.0000,sz000001,1
2015-07-22,10.7920,0.0000,13.4900,1.0000,400.0000,sz000001,1
2015-07-23,10.7680,5.3840,13.4600,-1.0000,400.0000,sz000001,1
2015-07-24,10.9440,0.0000,13.6800,1.0000,400.0000,sz000001,1
2015-07-27,10.6000,5.3000,13.2500,-1.0000,400.0000,sz000001,1
2015-07-28,9.7520,0.0000,12.1900,1.0000,400.0000,sz000001,1
2015-07-29,10.0800,5.0400,12.6000,-1.0000,400.0000,sz000001,1
2015-07-30,10.0880,0.0000,12.6100,1.0000,400.0000,sz000001,1
2015-07-31,9.7280,4.8640,12.1600,-1.0000,400.0000,sz000001,1
2015-08-03,9.7600,0.0000,12.2000,1.0000,400.0000,sz000001,1
2015-08-04,10.2160,5.1080,12.7700,-1.0000,400.0000,sz000001,1
2015-08-05,10.2400,0.0000,12.8000,1.0000,400.0000,sz000001,1
2015-08-06,10.0000,5.0000,12.5000,-1.0000,400.0000,sz000001,1
2015-08-07,10.0880,0.0000,12.6100,1.0000,400.0000,sz000001,1
2015-08-10,10.1280,5.0640,12.6600,-1.0000,400.0000,sz000001,1
2015-08-11,10.3280,0.0000,12.9100,1.0000,400.0000,sz000001,1
2015-08-12,10.1520,5.0760,12.6900,-1.0000,400.0000,sz000001,1
2015-08-13,10.0080,0.0000,12.5100,1.0000,400.0000,sz000001,1
2015-08-14,10.1520,5.0760,12.6900,-1.0000,400.0000,sz000001,1
2015-08-17,10.0880,0.0000,12.6100,1.0000,400.0000,sz000001,1
2015-08-18,10.0000,5.0000,12.5000,-1.0000,400.0000,sz000001,1
2015-08-19,9.6800,0.0000,12.1000,1.0000,400.0000,sz000001,1
2015-08-20,9.7360,4.8680,12.1700,-1.0000,400.0000,sz000001,1
2015-08-21,9.5200,0.0000,11.9000,1.0000,400.0000,sz000001,1
2015-08-24,8.8800,4.4400,11.1000,-1.0000,400.0000,sz000001,1
2015-08-25,9.8500,0.0000,9.8500,1.0000,500.0000,sz000001,1
2015-08-26,9.6000,4.8000,9.6000,-1.0000,500.0000,sz000001,1
2015-08-27,10.1600,0.0000,10.1600,1.0000,500.0000,sz000001,1
2015-08-28,10.8900,5.4450,10.8900,-1.0000,500.0000,sz000001,1
2015-08-31,10.7100,0.0000,10.7100,1.0000,500.0000,sz000001,1
2015-09-01,10.9000,5.4500,10.9000,-1.0000,500.0000,sz000001,1
2015-09-02,11.1800,0.0000,11.1800,1.0000,500.0000,sz000001,1
2015-09-07,11.5500,5.7750,11.5500,-1.0000,500.0000,sz000001,1
2015-09-08,10.8800,0.0000,10.8800,1.0000,500.0000,sz000001,1
2015-09-09,11.0300,5.5150,11.0300,-1.0000,500.0000,sz000001,1
2015-09-10,11.0000,0.0000,11.0000,1.0000,500.0000,sz000001,1
2015-09-11,11.0200,5.5100,11.0200,-1.0000,500.0000,sz000001,1
2015-09-14,10.9900,0.0000,10.9900,1.0000,500.0000,sz000001,1
2015-09-15,10.6900,5.3450,10.6900,-1.0000,500.0000,sz000001,1
2015-09-16,10.5900,0.0000,10.5900,1.0000,500.0000,sz000001,1
2015-09-17,10.8500,5.4250,10.8500,-1.0000,500.0000,sz000001,1
2015-09-18,10.8400,0.0000,10.8400,1.0000,500.0000,sz000001,1
2015-09-21,10.7000,5.3500,10.7000,-1.0000,500.0000,sz000001,1
2015-09-22,10.8300,0.0000,10.8300,1.0000,500.0000,sz000001,1
2015-09-23,10.8600,5.4300,10.8600,-1.0000,500.0000,sz000001,1
2015-09-24,10.7600,0.0000,10.7600,1.0000,500.0000,sz000001,1
2015-09-25,10.6900,5.3450,10.6900,-1.0000,500.0000,sz000001,1
2015-09-28,10.5600,0.0000,10.5600,1.0000,500.0000,sz000001,1
2015-09-29,10.4500,5.2250,10.4500,-1.0000,500.0000,sz000001,1
2015-09-30,10.4000,0.0000,10.4000,1.0000,500.0000,sz000001,1
2015-10-08,10.8500,5.4250,10.8500,-1.0000,500.0000,sz000001,1
2015-10-09,10.7500,0.0000,10.7500,1.0000,500.0000,sz000001,1
2015-10-12,10.9600,5.4800,10.9600,-1.0000,500.0000,sz000001,1
2015-10-13,11.2000,0.0000,11.2000,1.0000,500.0000,sz000001,1
2015-10-14,11.0400,5.5200,11.0400,-1.0000,500.0000,sz000001,1
2015-10-15,10.9500,0.0000,10.9500,1.0000,500.0000,sz000001,1
2015-10-16,11.2100,5.6050,11.2100,-1.0000,500.0000,sz000001,1
2015-10-19,11.2700,0.0000,11.2700,1.0000,500.0000,sz000001,1
2015-10-20,11.2000,5.6000,11.2000,-1.0000,500.0000,sz000001,1
2015-10-21,11.2900,0.0000,11.2900,1.0000,500.0000,sz000001,1
2015-10-22,11.2500,5.6250,11.2500,-1.0000,500.0000,sz000001,1
2015-10-23,11.3900,0.0000,11.3900,1.0000,500.0000,sz000001,1
2015-10-26,11.6000,5.8000,11.6000,-1.0000,500.0000,sz000001,1
2015-10-27,11.5000,0.0000,11.5000,1.0000,500.0000,sz000001,1
2015-10-28,11.4600,5.7300,11.4600,-1.0000,500.0000,sz000001,1
2015-10-29,11.3000,0.0000,11.3000,1.0000,500.0000,sz000001,1
2015-10-30,11.3000,5.6500,11.3000,-1.0000,500.0000,sz000001,1
2015-11-02,11.2700,0.0000,11.2700,1.0000,500.0000,sz000001,1
2015-11-03,11.1500,5.5750,11.1500,-1.0000,500.0000,sz000001,1
2015-11-04,11.0800,0.0000,11.0800,1.0000,500.0000,sz000001,1
2015-11-05,11.6000,5.8000,11.6000,-1.0000,500.0000,sz000001,1
2015-11-06,9.6160,0.0000,12.0200,1.0000,400.0000,sz000001,1
2015-11-09,10.0000,5.0000,12.5000,-1.0000,400.0000,sz000001,1
2015-11-10,10.2400,0.0000,12.8000,1.0000,400.0000,sz000001,1
2015-11-11,10.1600,5.0800,12.7000,-1.0000,400.0000,sz000001,1
2015-11-12,10.0800,0.0000,12.6000,1.0000,400.0000,sz000001,1
2015-11-13,9.7760,4.8880,12.2200,-1.0000,400.0000,sz000001,1
2015-11-16,9.7040,0.0000,12.1300,1.0000,400.0000,sz000001,1
2015-11-17,9.9280,4.9640,12.4100,-1.0000,400.0000,sz000001,1
2015-11-18,9.9680,0.0000,12.4600,1.0000,400.0000,sz000001,1
2015-11-19,9.9200,4.9600,12.4000,-1.0000,400.0000,sz000001,1
2015-11-20,10.0000,0.0000,12.5000,1.0000,400.0000,sz000001,1
2015-11-23,10.0400,5.0200,12.5500,-1.0000,400.0000,sz000001,1
2015-11-24,9.9280,0.0000,12.4100,1.0000,400.0000,sz000001,1
2015-11-25,9.7680,4.8840,12.2100,-1.0000,400.0000,sz000001,1
2015-11-26,9.8880,0.0000,12.3600,1.0000,400.0000,sz000001,1
2015-11-27,9.7440,4.8720,12.1800,-1.0000,400.0000,sz000001,1
2015-11-30,9.3760,0.0000,11.7200,1.0000,400.0000,sz000001,1
2015-12-01,9.3600,4.6800,11.7000,-1.0000,400.0000,sz000001,1
2015-12-02,9.3600,0.0000,11.7000,1.0000,400.0000,sz000001,1
2015-12-03,9.9120,4.9560,12.3900,-1.0000,400.0000,sz000001,1
2015-12-04,9.8480,0.0000,12.3100,1.0000,400.0000,sz000001,1
2015-12-07,9.7440,4.8720,12.1800,-1.0000,400.0000,sz000001,1
2015-12-08,9.6560,0.0000,12.0700,1.0000,400.0000,sz000001,1
2015-12-09,9.5360,4.7680,11.9200,-1.0000,400.0000,sz000001,1
2015-12-10,9.5600,0.0000,11.9500,1.0000,400.0000,sz000001,1
2015-12-11,9.5280,4.7640,11.9100,-1.0000,400.0000,sz000001,1
2015-12-14,9.3840,0.0000,11.7300,1.0000,400.0000,sz000001,1
2015-12-15,9.6240,4.8120,12.0300,-1.0000,400.0000,sz000001,1
2015-12-16,9.5840,0.0000,11.9800,1.0000,400.0000,sz000001,1
2015-12-17,9.5760,4.7880,11.9700,-1.0000,400.0000,sz000001,1
2015-12-18,9.6240,0.0000,12.0300,1.0000,400.0000,sz000001,1
2015-12-21,9.7120,4.8560,12.1400,-1.0000,400.0000,sz000001,1
2015-12-22,10.0000,0.0000,12.5000,1.0000,400.0000,sz000001,1
2015-12-23,9.9760,4.9880,12.4700,-1.0000,400.0000,sz000001,1
2015-12-24,9.9680,0.0000,12.4600,1.0000,400.0000,sz000001,1
2015-12-25,9.9040,4.9520,12.3800,-1.0000,400.0000,sz000001,1
2015-12-28,9.9440,0.0000,12.4300,1.0000,400.0000,sz000001,1
2015-12-29,9.5920,4.7960,11.9900,-1.0000,400.0000,sz000001,1
2015-12-30,9.6720,0.0000,12.0900,1.0000,400.0000,sz000001,1
2015-12-31,9.6800,4.8400,12.1000,-1.0000,400.0000,sz000001,1
2016-01-04,9.6000,0.0000,12.0000,1.0000,400.0000,sz000001,1
2016-01-05,9.0160,4.5080,11.2700,-1.0000,400.0000,sz000001,1
2016-01-06,9.1360,0.0000,11.4200,1.0000,400.0000,sz000001,1
2016-01-07,9.1280,4.5640,11.4100,-1.0000,400.0000,sz000001,1
2016-01-08,8.9680,0.0000,11.2100,1.0000,400.0000,sz000001,1
2016-01-11,8.8000,4.4000,11.0000,-1.0000,400.0000,sz000001,1
2016-01-12,8.6640,0.0000,10.8300,1.0000,400.0000,sz000001,1
2016-01-13,8.7120,4.3560,10.8900,-1.0000,400.0000,sz000001,1
2016-01-14,8.4720,0.0000,10.5900,1.0000,400.0000,sz000001,1
2016-01-15,8.5280,4.2640,10.6600,-1.0000,400.0000,sz000001,1
2016-01-18,8.2720,0.0000,10.3400,1.0000,400.0000,sz000001,1
2016-01-19,8.3600,4.1800,10.4500,-1.0000,400.0000,sz000001,1
2016-01-20,8.5600,0.0000,10.7000,1.0000,400.0000,sz000001,1
2016-01-21,8.3840,4.1920,10.4800,-1.0000,400.0000,sz000001,1
2016-01-22,8.3200,0.0000,10.4000,1.0000,400.0000,sz000001,1
2016-01-25,8.3200,4.1600,10.4000,-1.0000,400.0000,sz000001,1
2016-01-26,8.2560,0.0000,10.3200,1.0000,400.0000,sz000001,1
2016-01-27,7.9440,3.9720,9.9300,-1.0000,400.0000,sz000001,1
2016-01-28,7.8560,0.0000,9.8200,1.0000,400.0000,sz000001,1
2016-01-29,7.7920,3.8960,9.7400,-1.0000,400.0000,sz000001,1
2016-02-01,7.9840,0.0000,9.9800,1.0000,400.0000,sz000001,1
2016-02-02,7.8400,3.9200,9.8000,-1.0000,400.0000,sz000001,1
2016-02-03,7.8800,0.0000,9.8500,1.0000,400.0000,sz000001,1
2016-02-04,7.9120,3.9560,9.8900,-1.0000,400.0000,sz000001,1
2016-02-05,7.9680,0.0000,9.9600,1.0000,400.0000,sz000001,1
2016-02-15,7.7280,3.8640,9.6600,-1.0000,400.0000,sz000001,1
2016-02-16,7.8720,0.0000,9.8400,1.0000,400.0000,sz000001,1
2016-02-17,8.0240,4.0120,10.0300,-1.0000,400.0000,sz000001,1
2016-02-18,8.1440,0.0000,10.1800,1.0000,400.0000,sz000001,1
2016-02-19,8.0720,4.0360,10.0900,-1.0000,400.0000,sz000001,1
2016-02-22,8.1040,0.0000,10.1300,1.0000,400.0000,sz000001,1
2016-02-23,8.2320,4.1160,10.2900,-1.0000,400.0000,sz000001,1
2016-02-24,8.0480,0.0000,10.0600,1.0000,400.0000,sz000001,1
2016-02-25,8.0960,4.0480,10.1200,-1.0000,400.0000,sz000001,1
2016-02-26,7.8160,0.0000,9.7700,1.0000,400.0000,sz000001,1
2016-02-29,7.8320,3.9160,9.7900,-1.0000,400.0000,sz000001,1
2016-03-01,7.6960,0.0000,9.6200,1.0000,400.0000,sz000001,1
2016-03-02,7.8000,3.9000,9.7500,-1.0000,400.0000,sz000001,1
2016-03-03,8.0720,0.0000,10.0900,1.0000,400.0000,sz000001,1
2016-03-04,8.0720,4.0360,10.0900,-1.0000,400.0000,sz000001,1
2016-03-07,8.2800,0.0000,10.3500,1.0000,400.0000,sz000001,1
2016-03-08,8.2880,4.1440,10.3600,-1.0000,400.0000,sz000001,1
2016-03-09,8.1120,0.0000,10.1400,1.0000,400.0000,sz000001,1
2016-03-10,8.1920,4.0960,10.2400,-1.0000,400.0000,sz000001,1
2016-03-11,8.0800,0.0000,10.1000,1.0000,400.0000,sz000001,1
2016-03-14,8.1680,4.0840,10.2100,-1.0000,400.0000,sz000001,1
2016-03-15,8.2240,0.0000,10.2800,1.0000,400.0000,sz000001,1
2016-03-16,8.2160,4.1080,10.2700,-1.0000,400.0000,sz000001,1
2016-03-17,8.2880,0.0000,10.3600,1.0000,400.0000,sz000001,1
2016-03-18,8.3360,4.1680,10.4200,-1.0000,400.0000,sz000001,1
2016-03-21,8.4400,0.0000,10.5500,1.0000,400.0000,sz000001,1
2016-03-22,8.6160,4.3080,10.7700,-1.0000,400.0000,sz000001,1
2016-03-23,8.5680,0.0000,10.7100,1.0000,400.0000,sz000001,1
2016-03-24,8.4880,4.2440,10.6100,-1.0000,400.0000,sz000001,1
2016-03-25,8.4080,0.0000,10.5100,1.0000,400.0000,sz000001,1
2016-03-28,8.4960,4.2480,10.6200,-1.0000,400.0000,sz000001,1
2016-03-29,8.4080,0.0000,10.5100,1.0000,400.0000,sz000001,1
2016-03-30,8.3840,4.1920,10.4800,-1.0000,400.0000,sz000001,1
2016-03-31,8.5680,0.0000,10.7100,1.0000,400.0000,sz000001,1
2016-04-01,8.4960,4.2480,10.6200,-1.0000,400.0000,sz000001,1
2016-04-05,8.4960,0.0000,10.6200,1.0000,400.0000,sz000001,1
2016-04-06,8.5440,4.2720,10.6800,-1.0000,400.0000,sz000001,1
2016-04-07,8.5760,0.0000,10.7200,1.0000,400.0000,sz000001,1
2016-04-08,8.4400,4.2200,10.5500,-1.0000,400.0000,sz000001,1
2016-04-11,8.4800,0.0000,10.6000,1.0000,400.0000,sz000001,1
2016-04-12,8.5600,4.2800,10.7000,-1.0000,400.0000,sz000001,1
2016-04-13,8.5840,0.0000,10.7300,1.0000,400.0000,sz000001,1
2016-04-14,8.7040,4.3520,10.8800,-1.0000,400.0000,sz000001,1
2016-04-15,8.6720,0.0000,10.8400,1.0000,400.0000,sz000001,1
2016-04-18,8.6560,4.3280,10.8200,-1.0000,400.0000,sz000001,1
2016-04-19,8.6160,0.0000,10.7700,1.0000,400.0000,sz000001,1
2016-04-20,8.6160,4.3080,10.7700,-1.0000,400.0000,sz000001,1
2016-04-21,8.4160,0.0000,10.5200,1.0000,400.0000,sz000001,1
2016-04-22,8.3680,4.1840,10.4600,-1.0000,400.0000,sz000001,1
2016-04-25,8.4480,0.0000,10.5600,1.0000,400.0000,sz000001,1
2016-04-26,8.3840,4.1920,10.4800,-1.0000,400.0000,sz000001,1
2016-04-27,8.4640,0.0000,10.5800,1.0000,400.0000,sz000001,1
2016-04-28,8.4640,4.2320,10.5800,-1.0000,400.0000,sz000001,1
2016-04-29,6.3840,0.0000,10.6400,1.0000,300.0000,sz000001,1
2016-05-03,6.3480,3.1740,10.5800,-1.0000,300.0000,sz000001,1
2016-05-04,6.4080,0.0000,10.6800,1.0000,300.0000,sz000001,1
2016-05-05,6.4140,3.2070,10.6900,-1.0000,300.0000,sz000001,1
2016-05-06,6.4380,0.0000,10.7300,1.0000,300.0000,sz000001,1
2016-05-09,6.3000,3.1500,10.5000,-1.0000,300.0000,sz000001,1
2016-05-10,6.2040,0.0000,10.3400,1.0000,300.0000,sz000001,1
2016-05-11,6.1800,3.0900,10.3000,-1.0000,300.0000,sz000001,1
2016-05-12,6.1860,0.0000,10.3100,1.0000,300.0000,sz000001,1
2016-05-13,6.2100,3.1050,10.3500,-1.0000,300.0000,sz000001,1
2016-05-16,6.1920,0.0000,10.3200,1.0000,300.0000,sz000001,1
2016-05-17,6.2160,3.1080,10.3600,-1.0000,300.0000,sz000001,1
2016-05-18,6.1740,0.0000,10.2900,1.0000,300.0000,sz000001,1
2016-05-19,6.1620,3.0810,10.2700,-1.0000,300.0000,sz000001,1
2016-05-20,6.1440,0.0000,10.2400,1.0000,300.0000,sz000001,1
2016-05-23,6.1980,3.0990,10.3300,-1.0000,300.0000,sz000001,1
2016-05-24,6.1620,0.0000,10.2700,1.0000,300.0000,sz000001,1
2016-05-25,6.1500,3.0750,10.2500,-1.0000,300.0000,sz000001,1
2016-05-26,6.1320,0.0000,10.2200,1.0000,300.0000,sz000001,1
2016-05-27,6.1320,3.0660,10.2200,-1.0000,300.0000,sz000001,1
2016-05-30,6.1500,0.0000,10.2500,1.0000,300.0000,sz000001,1
2016-05-31,6.1560,3.0780,10.2600,-1.0000,300.0000,sz000001,1
2016-06-01,6.3060,0.0000,10.5100,1.0000,300.0000,sz000001,1
2016-06-02,6.2820,3.1410,10.4700,-1.0000,300.0000,sz000001,1
2016-06-03,6.2820,0.0000,10.4700,1.0000,300.0000,sz000001,1
2016-06-06,6.3060,3.1530,10.5100,-1.0000,300.0000,sz000001,1
2016-06-07,6.3120,0.0000,10.5200,1.0000,300.0000,sz000001,1
2016-06-08,6.3240,3.1620,10.5400,-1.0000,300.0000,sz000001,1
2016-06-13,6.2760,0.0000,10.4600,1.0000,300.0000,sz000001,1
2016-06-14,6.2040,3.1020,10.3400,-1.0000,300.0000,sz000001,1
