交易日期,当日收盘价,持仓数量,股票代码,调仓日期
2017-12-14,13.0000,100.0000,sz000001,3
2017-12-18,12.7500,100.0000,sz000001,3
2017-12-20,13.2600,100.0000,sz000001,3
2017-12-22,13.5200,100.0000,sz000001,3
2017-12-26,13.6600,100.0000,sz000001,3
2017-12-28,13.2100,100.0000,sz000001,3
2018-01-02,13.7000,100.0000,sz000001,3
2018-01-04,13.2500,100.0000,sz000001,3
2018-01-08,12.9600,100.0000,sz000001,3
2018-01-10,13.4700,100.0000,sz000001,3
2018-01-12,13.5500,100.0000,sz000001,3
2018-02-09,11.6900,100.0000,sz000001,3
2018-02-13,11.9400,100.0000,sz000001,3
2018-02-22,12.4600,100.0000,sz000001,3
2018-02-26,12.6300,100.0000,sz000001,3
2018-02-28,12.0500,100.0000,sz000001,3
2018-03-02,11.9500,100.0000,sz000001,3
2018-03-06,12.1000,100.0000,sz000001,3
2018-03-08,12.1100,100.0000,sz000001,3
2018-03-12,12.0300,100.0000,sz000001,3
2018-03-14,11.9200,100.0000,sz000001,3
2018-03-16,11.6400,100.0000,sz000001,3
2018-03-26,10.9300,100.0000,sz000001,3
2018-03-28,10.8900,100.0000,sz000001,3
2018-03-30,10.9000,100.0000,sz000001,3
2018-04-03,10.5600,100.0000,sz000001,3
2018-04-09,11.0200,100.0000,sz000001,3
2018-05-07,10.8100,100.0000,sz000001,3
2018-05-31,10.1800,100.0000,sz000001,3
2018-06-04,10.2700,100.0000,sz000001,3
2018-06-12,10.0600,100.0000,sz000001,3
2018-06-14,10.0700,100.0000,sz000001,3
2018-06-21,9.8600,100.0000,sz000001,3
2018-06-27,9.0900,100.0000,sz000001,3
2018-06-29,9.0900,100.0000,sz000001,3
2018-07-03,8.6700,100.0000,sz000001,3
2018-07-05,8.6000,100.0000,sz000001,3
2018-07-09,9.0300,100.0000,sz000001,3
2018-07-11,8.7800,100.0000,sz000001,3
2018-07-17,8.7200,100.0000,sz000001,3
