信息比率,回测开始时间,回测结束时间,基准总收益,夏普比率,最大回撤,最大回撤开始时间,最大回测结束时间,月度胜率,策略平均年化收益,策略总收益,调仓周期,贝塔,连续最大亏损天数,连续最大盈利天数,选股数量,阿尔法
-0.6544,2019-01-01,2020-01-01,1.2230,0.6025,-0.2256,2019-04-19,2019-08-09,0.3333,0.1471,1.1362,20.0000,0.9094,6.0000,12.0000,30.0000,-0.0772
