交易日期,当日收盘价,持仓数量,股票代码,调仓周期,选股数量
2019-01-08,3.9600,9100.0000,sh600791,20,30
2019-01-08,3.6000,9800.0000,sh600975,20,30
2019-01-08,23.2200,1300.0000,sz300649,20,30
2019-01-08,24.7300,1300.0000,sz300488,20,30
2019-01-08,12.8500,2600.0000,sz002780,20,30
2019-01-08,15.6100,2100.0000,sh603139,20,30
2019-01-08,32.1700,1000.0000,sz300701,20,30
2019-01-08,16.7500,1800.0000,sz002810,20,30
2019-01-08,15.3900,2100.0000,sz002623,20,30
2019-01-08,18.6800,1700.0000,sz300715,20,30
2019-01-08,22.3800,1400.0000,sz300729,20,30
2019-01-08,3.1100,10900.0000,sh600815,20,30
2019-01-08,6.7000,5100.0000,sz000785,20,30
2019-01-08,7.2600,4700.0000,sz000752,20,30
2019-01-08,3.9700,9100.0000,sz002347,20,30
2019-01-08,13.8500,2300.0000,sh603677,20,30
2019-01-08,18.8800,1900.0000,sh603663,20,30
2019-01-08,10.7700,3100.0000,sz000020,20,30
2019-01-08,5.9200,5500.0000,sz002743,20,30
2019-01-08,4.0000,8500.0000,sz000632,20,30
2019-01-09,3.0700,11800.0000,sz300259,20,30
2019-01-09,7.0900,5100.0000,sz000593,20,30
2019-01-09,9.1600,3700.0000,sz300503,20,30
2019-01-09,10.4300,4200.0000,sz300265,20,30
2019-01-09,13.7200,2400.0000,sz300517,20,30
2019-01-09,7.2700,4600.0000,sz002637,20,30
2019-01-09,11.7100,2900.0000,sh603878,20,30
2019-01-09,5.8600,6000.0000,sh600356,20,30
2019-01-09,14.5300,2300.0000,sh603887,20,30
2019-01-09,6.6100,5800.0000,sh600746,20,30
2019-01-09,3.9700,9100.0000,sh600791,20,30
2019-01-09,3.5800,9800.0000,sh600975,20,30
2019-01-09,23.1100,1300.0000,sz300649,20,30
2019-01-09,24.8400,1300.0000,sz300488,20,30
2019-01-09,13.2200,2600.0000,sz002780,20,30
2019-01-09,15.6700,2100.0000,sh603139,20,30
2019-01-09,32.2100,1000.0000,sz300701,20,30
2019-01-09,16.9200,1800.0000,sz002810,20,30
2019-01-09,15.3500,2100.0000,sz002623,20,30
2019-01-09,18.6800,1700.0000,sz300715,20,30
2019-01-09,22.3400,1400.0000,sz300729,20,30
2019-01-09,3.0700,10900.0000,sh600815,20,30
2019-01-09,6.7200,5100.0000,sz000785,20,30
2019-01-09,7.2400,4700.0000,sz000752,20,30
2019-01-09,3.9500,9100.0000,sz002347,20,30
2019-01-09,13.9500,2300.0000,sh603677,20,30
2019-01-09,19.0100,1900.0000,sh603663,20,30
2019-01-09,10.8000,3100.0000,sz000020,20,30
2019-01-09,5.9200,5500.0000,sz002743,20,30
2019-01-09,3.9800,8500.0000,sz000632,20,30
2019-01-10,3.0400,11800.0000,sz300259,20,30
2019-01-10,6.9400,5100.0000,sz000593,20,30
2019-01-10,9.1200,3700.0000,sz300503,20,30
2019-01-10,10.2000,4200.0000,sz300265,20,30
2019-01-10,13.7000,2400.0000,sz300517,20,30
2019-01-10,7.2600,4600.0000,sz002637,20,30
2019-01-10,11.7500,2900.0000,sh603878,20,30
2019-01-10,5.8900,6000.0000,sh600356,20,30
2019-01-10,14.3300,2300.0000,sh603887,20,30
2019-01-10,6.4500,5800.0000,sh600746,20,30
2019-01-10,3.9800,9100.0000,sh600791,20,30
2019-01-10,3.5600,9800.0000,sh600975,20,30
2019-01-10,23.0400,1300.0000,sz300649,20,30
2019-01-10,24.6400,1300.0000,sz300488,20,30
2019-01-10,12.8000,2600.0000,sz002780,20,30
2019-01-10,15.6300,2100.0000,sh603139,20,30
2019-01-10,31.9300,1000.0000,sz300701,20,30
2019-01-10,16.2100,1800.0000,sz002810,20,30
2019-01-10,15.7900,2100.0000,sz002623,20,30
2019-01-10,18.2100,1700.0000,sz300715,20,30
2019-01-10,22.2900,1400.0000,sz300729,20,30
2019-01-10,3.0800,10900.0000,sh600815,20,30
2019-01-10,6.7200,5100.0000,sz000785,20,30
2019-01-10,7.1000,4700.0000,sz000752,20,30
2019-01-10,4.0200,9100.0000,sz002347,20,30
2019-01-10,13.6500,2300.0000,sh603677,20,30
2019-01-10,19.3700,1900.0000,sh603663,20,30
2019-01-10,10.6500,3100.0000,sz000020,20,30
2019-01-10,5.9900,5500.0000,sz002743,20,30
2019-01-10,3.9600,8500.0000,sz000632,20,30
2019-01-11,3.3400,11800.0000,sz300259,20,30
2019-01-11,6.8800,5100.0000,sz000593,20,30
2019-01-11,9.1200,3700.0000,sz300503,20,30
2019-01-11,10.1700,4200.0000,sz300265,20,30
2019-01-11,13.8400,2400.0000,sz300517,20,30
2019-01-11,7.3000,4600.0000,sz002637,20,30
2019-01-11,11.8300,2900.0000,sh603878,20,30
2019-01-11,5.9500,6000.0000,sh600356,20,30
2019-01-11,14.5100,2300.0000,sh603887,20,30
2019-01-11,6.2000,5800.0000,sh600746,20,30
2019-01-11,3.9900,9100.0000,sh600791,20,30
2019-01-11,3.6600,9800.0000,sh600975,20,30
2019-01-11,23.3000,1300.0000,sz300649,20,30
2019-01-11,24.8200,1300.0000,sz300488,20,30
2019-01-11,12.7700,2600.0000,sz002780,20,30
2019-01-11,15.7800,2100.0000,sh603139,20,30
2019-01-11,32.5800,1000.0000,sz300701,20,30
2019-01-11,16.2200,1800.0000,sz002810,20,30
2019-01-11,15.6800,2100.0000,sz002623,20,30
2019-01-11,18.9500,1700.0000,sz300715,20,30
2019-01-11,22.6900,1400.0000,sz300729,20,30
2019-01-11,3.0900,10900.0000,sh600815,20,30
2019-01-11,6.7200,5100.0000,sz000785,20,30
2019-01-11,7.1900,4700.0000,sz000752,20,30
2019-01-11,4.0600,9100.0000,sz002347,20,30
2019-01-11,13.8300,2300.0000,sh603677,20,30
2019-01-11,19.4000,1900.0000,sh603663,20,30
2019-01-11,10.8700,3100.0000,sz000020,20,30
2019-01-11,6.0400,5500.0000,sz002743,20,30
2019-01-11,4.0200,8500.0000,sz000632,20,30
2019-01-14,3.2000,11800.0000,sz300259,20,30
2019-01-14,7.0200,5100.0000,sz000593,20,30
2019-01-14,8.8700,3700.0000,sz300503,20,30
2019-01-14,9.8300,4200.0000,sz300265,20,30
2019-01-14,13.7100,2400.0000,sz300517,20,30
2019-01-14,7.3200,4600.0000,sz002637,20,30
2019-01-14,11.8900,2900.0000,sh603878,20,30
2019-01-14,5.9500,6000.0000,sh600356,20,30
2019-01-14,14.5500,2300.0000,sh603887,20,30
2019-01-14,6.8200,5800.0000,sh600746,20,30
2019-01-14,3.9600,9100.0000,sh600791,20,30
2019-01-14,3.7500,9800.0000,sh600975,20,30
2019-01-14,22.6600,1300.0000,sz300649,20,30
2019-01-14,24.7500,1300.0000,sz300488,20,30
2019-01-14,12.4800,2600.0000,sz002780,20,30
2019-01-14,15.5200,2100.0000,sh603139,20,30
2019-01-14,32.5700,1000.0000,sz300701,20,30
2019-01-14,15.7800,1800.0000,sz002810,20,30
2019-01-14,15.4600,2100.0000,sz002623,20,30
2019-01-14,19.8500,1700.0000,sz300715,20,30
2019-01-14,22.1800,1400.0000,sz300729,20,30
2019-01-14,3.4000,10900.0000,sh600815,20,30
2019-01-14,6.7200,5100.0000,sz000785,20,30
2019-01-14,7.1400,4700.0000,sz000752,20,30
2019-01-14,4.0800,9100.0000,sz002347,20,30
2019-01-14,13.8000,2300.0000,sh603677,20,30
2019-01-14,19.6000,1900.0000,sh603663,20,30
2019-01-14,10.6300,3100.0000,sz000020,20,30
2019-01-14,5.9600,5500.0000,sz002743,20,30
2019-01-14,4.0500,8500.0000,sz000632,20,30
2019-01-15,3.3000,11800.0000,sz300259,20,30
2019-01-15,6.9800,5100.0000,sz000593,20,30
2019-01-15,9.1600,3700.0000,sz300503,20,30
2019-01-15,9.6800,4200.0000,sz300265,20,30
2019-01-15,13.7600,2400.0000,sz300517,20,30
2019-01-15,7.3700,4600.0000,sz002637,20,30
2019-01-15,11.9600,2900.0000,sh603878,20,30
2019-01-15,5.9800,6000.0000,sh600356,20,30
2019-01-15,14.7600,2300.0000,sh603887,20,30
2019-01-15,7.0000,5800.0000,sh600746,20,30
2019-01-15,4.0200,9100.0000,sh600791,20,30
2019-01-15,3.7700,9800.0000,sh600975,20,30
2019-01-15,22.7900,1300.0000,sz300649,20,30
2019-01-15,25.0400,1300.0000,sz300488,20,30
2019-01-15,12.5600,2600.0000,sz002780,20,30
2019-01-15,15.7300,2100.0000,sh603139,20,30
2019-01-15,32.3500,1000.0000,sz300701,20,30
2019-01-15,16.5000,1800.0000,sz002810,20,30
2019-01-15,15.6600,2100.0000,sz002623,20,30
2019-01-15,20.1300,1700.0000,sz300715,20,30
2019-01-15,22.3800,1400.0000,sz300729,20,30
2019-01-15,3.4400,10900.0000,sh600815,20,30
2019-01-15,6.7200,5100.0000,sz000785,20,30
2019-01-15,7.3200,4700.0000,sz000752,20,30
2019-01-15,4.1600,9100.0000,sz002347,20,30
2019-01-15,13.8300,2300.0000,sh603677,20,30
2019-01-15,19.6200,1900.0000,sh603663,20,30
2019-01-15,10.8800,3100.0000,sz000020,20,30
2019-01-15,6.0100,5500.0000,sz002743,20,30
2019-01-15,4.0400,8500.0000,sz000632,20,30
2019-01-16,3.3500,11800.0000,sz300259,20,30
2019-01-16,6.8900,5100.0000,sz000593,20,30
2019-01-16,9.1900,3700.0000,sz300503,20,30
2019-01-16,9.4600,4200.0000,sz300265,20,30
2019-01-16,13.8300,2400.0000,sz300517,20,30
2019-01-16,7.3400,4600.0000,sz002637,20,30
2019-01-16,11.9400,2900.0000,sh603878,20,30
2019-01-16,5.9200,6000.0000,sh600356,20,30
2019-01-16,14.6500,2300.0000,sh603887,20,30
2019-01-16,6.7300,5800.0000,sh600746,20,30
2019-01-16,4.1500,9100.0000,sh600791,20,30
2019-01-16,3.7600,9800.0000,sh600975,20,30
2019-01-16,25.0700,1300.0000,sz300649,20,30
2019-01-16,25.3900,1300.0000,sz300488,20,30
2019-01-16,12.7900,2600.0000,sz002780,20,30
2019-01-16,15.7900,2100.0000,sh603139,20,30
2019-01-16,31.9700,1000.0000,sz300701,20,30
2019-01-16,16.3500,1800.0000,sz002810,20,30
2019-01-16,15.6000,2100.0000,sz002623,20,30
2019-01-16,19.9600,1700.0000,sz300715,20,30
2019-01-16,22.5000,1400.0000,sz300729,20,30
2019-01-16,3.2800,10900.0000,sh600815,20,30
2019-01-16,6.7200,5100.0000,sz000785,20,30
2019-01-16,7.2000,4700.0000,sz000752,20,30
2019-01-16,4.1400,9100.0000,sz002347,20,30
2019-01-16,13.8700,2300.0000,sh603677,20,30
2019-01-16,19.3400,1900.0000,sh603663,20,30
2019-01-16,10.8400,3100.0000,sz000020,20,30
2019-01-16,5.9800,5500.0000,sz002743,20,30
2019-01-16,3.9900,8500.0000,sz000632,20,30
2019-01-17,3.1700,11800.0000,sz300259,20,30
2019-01-17,6.7100,5100.0000,sz000593,20,30
2019-01-17,8.8900,3700.0000,sz300503,20,30
2019-01-17,9.3000,4200.0000,sz300265,20,30
2019-01-17,13.5800,2400.0000,sz300517,20,30
2019-01-17,7.2400,4600.0000,sz002637,20,30
2019-01-17,11.8500,2900.0000,sh603878,20,30
2019-01-17,5.9700,6000.0000,sh600356,20,30
2019-01-17,14.3500,2300.0000,sh603887,20,30
2019-01-17,6.5200,5800.0000,sh600746,20,30
2019-01-17,3.9900,9100.0000,sh600791,20,30
2019-01-17,3.8000,9800.0000,sh600975,20,30
2019-01-17,23.9500,1300.0000,sz300649,20,30
2019-01-17,25.1400,1300.0000,sz300488,20,30
2019-01-17,12.4800,2600.0000,sz002780,20,30
2019-01-17,15.5800,2100.0000,sh603139,20,30
2019-01-17,31.2000,1000.0000,sz300701,20,30
2019-01-17,15.9900,1800.0000,sz002810,20,30
2019-01-17,15.4400,2100.0000,sz002623,20,30
2019-01-17,20.2000,1700.0000,sz300715,20,30
2019-01-17,22.0300,1400.0000,sz300729,20,30
2019-01-17,3.2800,10900.0000,sh600815,20,30
2019-01-17,6.7200,5100.0000,sz000785,20,30
2019-01-17,7.1000,4700.0000,sz000752,20,30
2019-01-17,4.0900,9100.0000,sz002347,20,30
2019-01-17,13.6400,2300.0000,sh603677,20,30
2019-01-17,19.2800,1900.0000,sh603663,20,30
2019-01-17,10.6200,3100.0000,sz000020,20,30
2019-01-17,5.8400,5500.0000,sz002743,20,30
2019-01-17,3.9900,8500.0000,sz000632,20,30
2019-01-18,3.1200,11800.0000,sz300259,20,30
2019-01-18,6.7400,5100.0000,sz000593,20,30
2019-01-18,9.0100,3700.0000,sz300503,20,30
2019-01-18,9.0900,4200.0000,sz300265,20,30
2019-01-18,13.5100,2400.0000,sz300517,20,30
2019-01-18,7.3000,4600.0000,sz002637,20,30
2019-01-18,12.1700,2900.0000,sh603878,20,30
2019-01-18,5.9900,6000.0000,sh600356,20,30
2019-01-18,14.6200,2300.0000,sh603887,20,30
2019-01-18,6.6100,5800.0000,sh600746,20,30
2019-01-18,4.0100,9100.0000,sh600791,20,30
2019-01-18,3.8500,9800.0000,sh600975,20,30
2019-01-18,23.9900,1300.0000,sz300649,20,30
2019-01-18,25.0600,1300.0000,sz300488,20,30
2019-01-18,12.5500,2600.0000,sz002780,20,30
2019-01-18,15.7800,2100.0000,sh603139,20,30
2019-01-18,31.4500,1000.0000,sz300701,20,30
2019-01-18,16.4700,1800.0000,sz002810,20,30
2019-01-18,15.5600,2100.0000,sz002623,20,30
2019-01-18,20.4100,1700.0000,sz300715,20,30
2019-01-18,22.1800,1400.0000,sz300729,20,30
2019-01-18,3.2300,10900.0000,sh600815,20,30
2019-01-18,6.7200,5100.0000,sz000785,20,30
2019-01-18,7.1600,4700.0000,sz000752,20,30
2019-01-18,4.0900,9100.0000,sz002347,20,30
2019-01-18,13.5800,2300.0000,sh603677,20,30
2019-01-18,19.4900,1900.0000,sh603663,20,30
2019-01-18,10.6200,3100.0000,sz000020,20,30
2019-01-18,5.8700,5500.0000,sz002743,20,30
2019-01-18,3.9800,8500.0000,sz000632,20,30
2019-01-21,3.1100,11800.0000,sz300259,20,30
2019-01-21,6.8000,5100.0000,sz000593,20,30
2019-01-21,8.9900,3700.0000,sz300503,20,30
2019-01-21,9.0800,4200.0000,sz300265,20,30
2019-01-21,13.5300,2400.0000,sz300517,20,30
2019-01-21,7.3800,4600.0000,sz002637,20,30
2019-01-21,12.0000,2900.0000,sh603878,20,30
2019-01-21,6.0200,6000.0000,sh600356,20,30
2019-01-21,14.4500,2300.0000,sh603887,20,30
2019-01-21,6.5200,5800.0000,sh600746,20,30
2019-01-21,3.9900,9100.0000,sh600791,20,30
2019-01-21,3.8200,9800.0000,sh600975,20,30
2019-01-21,24.4100,1300.0000,sz300649,20,30
2019-01-21,24.9300,1300.0000,sz300488,20,30
2019-01-21,12.5800,2600.0000,sz002780,20,30
2019-01-21,15.8100,2100.0000,sh603139,20,30
2019-01-21,31.5100,1000.0000,sz300701,20,30
2019-01-21,16.4700,1800.0000,sz002810,20,30
2019-01-21,15.7000,2100.0000,sz002623,20,30
2019-01-21,20.7400,1700.0000,sz300715,20,30
2019-01-21,22.3700,1400.0000,sz300729,20,30
2019-01-21,3.1800,10900.0000,sh600815,20,30
2019-01-21,6.7200,5100.0000,sz000785,20,30
2019-01-21,7.2000,4700.0000,sz000752,20,30
2019-01-21,4.1100,9100.0000,sz002347,20,30
2019-01-21,13.7000,2300.0000,sh603677,20,30
2019-01-21,19.1000,1900.0000,sh603663,20,30
2019-01-21,10.6700,3100.0000,sz000020,20,30
2019-01-21,5.8700,5500.0000,sz002743,20,30
2019-01-21,4.0300,8500.0000,sz000632,20,30
2019-01-22,3.0900,11800.0000,sz300259,20,30
2019-01-22,6.6000,5100.0000,sz000593,20,30
2019-01-22,9.8900,3700.0000,sz300503,20,30
2019-01-22,9.0200,4200.0000,sz300265,20,30
2019-01-22,13.6000,2400.0000,sz300517,20,30
2019-01-22,7.2900,4600.0000,sz002637,20,30
2019-01-22,12.3200,2900.0000,sh603878,20,30
2019-01-22,6.0900,6000.0000,sh600356,20,30
2019-01-22,14.3700,2300.0000,sh603887,20,30
2019-01-22,6.3500,5800.0000,sh600746,20,30
2019-01-22,3.9800,9100.0000,sh600791,20,30
2019-01-22,3.7800,9800.0000,sh600975,20,30
2019-01-22,24.5800,1300.0000,sz300649,20,30
2019-01-22,24.7400,1300.0000,sz300488,20,30
2019-01-22,12.3400,2600.0000,sz002780,20,30
2019-01-22,15.6800,2100.0000,sh603139,20,30
2019-01-22,31.5000,1000.0000,sz300701,20,30
2019-01-22,16.8000,1800.0000,sz002810,20,30
2019-01-22,16.0800,2100.0000,sz002623,20,30
2019-01-22,20.6500,1700.0000,sz300715,20,30
2019-01-22,22.3900,1400.0000,sz300729,20,30
2019-01-22,3.1400,10900.0000,sh600815,20,30
2019-01-22,6.7200,5100.0000,sz000785,20,30
2019-01-22,7.0900,4700.0000,sz000752,20,30
2019-01-22,4.0700,9100.0000,sz002347,20,30
2019-01-22,13.5500,2300.0000,sh603677,20,30
2019-01-22,19.2300,1900.0000,sh603663,20,30
2019-01-22,10.5400,3100.0000,sz000020,20,30
2019-01-22,5.8000,5500.0000,sz002743,20,30
2019-01-22,3.9300,8500.0000,sz000632,20,30
2019-01-23,3.0800,11800.0000,sz300259,20,30
2019-01-23,6.6500,5100.0000,sz000593,20,30
2019-01-23,9.8300,3700.0000,sz300503,20,30
2019-01-23,8.8300,4200.0000,sz300265,20,30
2019-01-23,13.5100,2400.0000,sz300517,20,30
2019-01-23,7.3600,4600.0000,sz002637,20,30
2019-01-23,12.1800,2900.0000,sh603878,20,30
2019-01-23,6.2400,6000.0000,sh600356,20,30
2019-01-23,14.3100,2300.0000,sh603887,20,30
2019-01-23,6.3600,5800.0000,sh600746,20,30
2019-01-23,3.9900,9100.0000,sh600791,20,30
2019-01-23,3.9200,9800.0000,sh600975,20,30
2019-01-23,24.1400,1300.0000,sz300649,20,30
2019-01-23,24.5400,1300.0000,sz300488,20,30
2019-01-23,12.3700,2600.0000,sz002780,20,30
2019-01-23,15.7000,2100.0000,sh603139,20,30
2019-01-23,31.7600,1000.0000,sz300701,20,30
2019-01-23,17.0000,1800.0000,sz002810,20,30
2019-01-23,16.0300,2100.0000,sz002623,20,30
2019-01-23,21.2700,1700.0000,sz300715,20,30
2019-01-23,22.3800,1400.0000,sz300729,20,30
2019-01-23,3.1100,10900.0000,sh600815,20,30
2019-01-23,6.7200,5100.0000,sz000785,20,30
2019-01-23,7.0800,4700.0000,sz000752,20,30
2019-01-23,4.1200,9100.0000,sz002347,20,30
2019-01-23,13.9700,2300.0000,sh603677,20,30
2019-01-23,19.4200,1900.0000,sh603663,20,30
2019-01-23,10.6700,3100.0000,sz000020,20,30
2019-01-23,5.8200,5500.0000,sz002743,20,30
2019-01-23,3.9100,8500.0000,sz000632,20,30
2019-01-24,3.1300,11800.0000,sz300259,20,30
2019-01-24,6.6000,5100.0000,sz000593,20,30
2019-01-24,9.5200,3700.0000,sz300503,20,30
2019-01-24,8.8100,4200.0000,sz300265,20,30
2019-01-24,13.7000,2400.0000,sz300517,20,30
2019-01-24,7.3500,4600.0000,sz002637,20,30
2019-01-24,12.0900,2900.0000,sh603878,20,30
2019-01-24,6.4200,6000.0000,sh600356,20,30
2019-01-24,14.4900,2300.0000,sh603887,20,30
2019-01-24,6.2200,5800.0000,sh600746,20,30
2019-01-24,4.0400,9100.0000,sh600791,20,30
2019-01-24,4.0400,9800.0000,sh600975,20,30
2019-01-24,24.0700,1300.0000,sz300649,20,30
2019-01-24,24.8500,1300.0000,sz300488,20,30
2019-01-24,12.4500,2600.0000,sz002780,20,30
2019-01-24,15.7400,2100.0000,sh603139,20,30
2019-01-24,33.3600,1000.0000,sz300701,20,30
2019-01-24,16.7000,1800.0000,sz002810,20,30
2019-01-24,16.1400,2100.0000,sz002623,20,30
2019-01-24,21.3800,1700.0000,sz300715,20,30
2019-01-24,22.4600,1400.0000,sz300729,20,30
2019-01-24,3.0800,10900.0000,sh600815,20,30
2019-01-24,7.3900,5100.0000,sz000785,20,30
2019-01-24,7.1000,4700.0000,sz000752,20,30
2019-01-24,4.0600,9100.0000,sz002347,20,30
2019-01-24,14.1700,2300.0000,sh603677,20,30
2019-01-24,19.2900,1900.0000,sh603663,20,30
2019-01-24,10.7400,3100.0000,sz000020,20,30
2019-01-24,5.8400,5500.0000,sz002743,20,30
2019-01-24,3.9200,8500.0000,sz000632,20,30
2019-01-25,3.0900,11800.0000,sz300259,20,30
2019-01-25,6.4900,5100.0000,sz000593,20,30
2019-01-25,9.3900,3700.0000,sz300503,20,30
2019-01-25,8.6000,4200.0000,sz300265,20,30
2019-01-25,13.4100,2400.0000,sz300517,20,30
